Term,Alias1,Alias2,Alias3,Example1,Example2,Example3,Example4,Example5,Example6,Example7,Example8,Example9,Example10,Example11,Example12,Example13,Example14,Example15,Example16,Example17,Example18,Example19,Example20
customer,,,,"As usual at <span class=""AS"">customer</span> service center, she asked me to hold for a moment while she went to the back-office and compare it with other same model netbooks and discussed it with her colleague (I could see them).","They need to stop outsoucing and send some complaint calls to US based <span class=""AS"">customer</span> service agents for those who live in the United states.","(you know it is a bit insulating when a company this rich, offer a loyal <span class=""AS"">customer</span> like me, a bottom of their product line as a gift for events like this).","So I called <span class=""AS"">customer</span> support (which is good too) and they went through it and it is just a safety feature","I heard their <span class=""AS"">customer</span> service was lacking and that they were working on improving it!","Have not yet needed any <span class=""AS"">customer</span> support with this yet so to me that is a great thing, which is leaps and bounds ahead of PC in my opinion.","In desparation, I called their <span class=""AS"">Customer</span> Service number and was told that my warranty had expired (2 days old) and that the priviledge of talking to a technician would cost me (""have your credit card ready"").","Apple is unmatched in product quality,aesthetics,craftmanship, and <span class=""AS"">customer</span> service.","It arrived so fast and <span class=""AS"">customer</span> service was great.","Dell's <span class=""AS"">customer</span> disservice is an insult to it's customers who pay good money for shoddy products.","If this is an improvement in <span class=""AS"">Customer</span> Service then I would hate too see what it was before!","You may just lose 1 <span class=""AS"">customer</span> for now.","I had to get Apple <span class=""AS"">Customer</span> Support to correct the problem.","Ever since I bought this laptop, so far I've experience nothing but constant break downs of the laptop and bad <span class=""AS"">customer</span> services I received over the phone with toshiba customer services hotlines.","The lesson learned here is: It does not pay to by this loyal to any brand, since all of them are there to simply  to make as much money as possible, as fast as they can, and in this day and age, the <span class=""AS"">customer</span> no longer is right all the times.","Took several hours with <span class=""AS"">customer</span> support before I could even start the PC out of the box."
owner,,,,"And now I am a proud MacBook <span class=""AS"">owner</span> also!","I my wife is also now the proud <span class=""AS"">owner</span> of a Macbook as well!","Two years after buying this laptop, I am now the proud <span class=""AS"">owner</span> of a lemon.","As an <span class=""AS"">owner</span> of a Toshiba Satalite laptop computer things you should know before you buy."
colors,color,,,"The screen is very large and crystal clear with amazing <span class=""AS"">colors</span> and resolution.","Its white <span class=""AS"">color</span> is stylish for college students and easy to take to carry and take to classes.","It's still beautiful and has better <span class=""AS"">color</span> reproduction than I could ever expect from a notebook.","It's <span class=""AS"">color</span> is even cool.","Overall, this laptop is definitely a keeper with its simple yet stylish design and its array of fantastic <span class=""AS"">colors</span> to choose from.","Also stunning <span class=""AS"">colors</span> and speedy"
reason,,,,"My main <span class=""AS"">reason</span> to convert was the imovie program.","This is another <span class=""AS"">reason</span> to like the Mac.","This is what they told me: It heats up, and that is the <span class=""AS"">reason</span> we no longer call them laptops, and simply categorize them as portables.","As I soon discovered, though, there is a <span class=""AS"">reason</span> for which similarly-configured Sony and Toshiba machines cost more: they use higher-quality components that are faster, better-configured, and end up lasting a lot longer.","The <span class=""AS"">reason</span> why I choose apple MacBook because of their design and the aluminum casing.","The #1 <span class=""AS"">reason</span> that is always repeated.","I needed a new computer for graduate school (had never owned a laptop before), and the only <span class=""AS"">reason</span> I didn't purchase a Mac was because my school's website strongly recommended students purchase PCs.","But, like I said before, the only <span class=""AS"">reason</span> I don't currently have a Mac laptop is because all of their laptops are too pricey.","It was just one problem after another for me, and that's <span class=""AS"">reason</span> we had forked out so much money was so we wouldn't have anything to worry about."
machine,,,,"This <span class=""AS"">machine</span> is flawless, fast, and classy.","It's so nice that the battery last so long and that this <span class=""AS"">machine</span> has the snow lion!","I wiped nearly everything off of it, installed OpenOffice and Firefox, and I am operating an incredibly efficient and useful <span class=""AS"">machine</span> for a great price.","Which is great I am running Vista Business and scored a 5.X on the index I have never seen a windows <span class=""AS"">machine</span> have a total score in the 5's.","They basically told me that the <span class=""AS"">machine</span> would be problem free now.","An absolutely hateful <span class=""AS"">machine</span> that no one should get of their own free will.","I custom ordered the <span class=""AS"">machine</span> from HP and could NOT understand the techie due to his accent.","Now the <span class=""AS"">machine</span> won't connect and Toshiba says that they did replace the connection card in May but they only warranty the repair for 30 days","I can never go back to a PC now, this <span class=""AS"">machine</span> never freezes or has any problems.","EVENTUALLY we pushed hard enough to convince them that this was the <span class=""AS"">MACHINE</span> that was causing the problems.","Despite the plethora of problems, I managed to use technological trickery to keep the <span class=""AS"">machine</span> operational for two years.","and they replaced the awesome ergonomic small lightweight power supply with a power supply that weighed more than the <span class=""AS"">machine</span> itself.","I have owned at least 4 to 5 laptops and computers - but this is by far the most superior <span class=""AS"">machine</span> I have ever owned.","This <span class=""AS"">machine</span> rocks!","I highly recommend this computer for students looking for a solid <span class=""AS"">machine</span> to get them through college.","But the <span class=""AS"">machine</span> is awesome and iLife is great","I like this <span class=""AS"">machine</span> because its very lightweight...","but I need not have worried - this <span class=""AS"">machine</span> is the fastest I have ever owned...","The <span class=""AS"">machine</span> is slow to boot up and occasionally crashes completely.","This <span class=""AS"">machine</span> was a horrible experience."
keyboard,,,,"Learning all of the <span class=""AS"">keyboard</span> shortcuts only took a few minutes to get used to as some of the shortcuts are the same on Windows machines.","I tried the <span class=""AS"">keyboard</span> at the store, and it seemed ok.","Runs fast and the regular layout <span class=""AS"">keyboard</span> is so much better.","The Like New condition of the iMac MC309LL/A on Amazon is at $900+ level only, and it is a Quad-Core 2.5 GHz CPU (similar to the $799 Mini), with Radeon HD 6750M 512MB graphic card (this mini is integrated Intel 4000 card), and it even comes with wireless Apple <span class=""AS"">Keyboard</span> and Mouse, all put together in neat and nice package.","The <span class=""AS"">keyboard</span> is slick and quiet and not bulky like some other laptops I have had in the past.","The newer black <span class=""AS"">keyboard</span> took a little bit away from the previous gray one which looked really slick, but it is still a great notebook!","i love the <span class=""AS"">keyboard</span> and the screen.","The <span class=""AS"">keyboard</span> is top notch.","The <span class=""AS"">keyboard</span> is too slick.","I was disappointed when I realized that the <span class=""AS"">keyboard</span> doesn't light up on this model.","It is easy to go from one <span class=""AS"">keyboard</span> to another.","OR THE <span class=""AS"">KEYBOARD</span> SIMPLY DOES NOT DETECT THE KEYS","The screen is bright and vivid and the <span class=""AS"">keyboard</span> is very easy to use, very important for use quick typers.","It is easy to use, its <span class=""AS"">keyboard</span> easily accommodates large hands, and its weight is fantasic.","It feels cheap, the <span class=""AS"">keyboard</span> is not very sensitive.","However, I love this particular Mac because its very fast, great size, and has fantastic features like the lighted <span class=""AS"">keyboard</span> and easy mouse pad.","The <span class=""AS"">keyboard</span> is like no other laptop keyboard.","THE <span class=""AS"">KEYBOARD</span> FUNCTION IS SIMPLY UNSATISFACTORY.","eg the <span class=""AS"">keyboard</span> is one of the best to type on.","This computer that I have has had issues with the <span class=""AS"">keyboard</span> where it lost half the keyboard functions."
shipping,,,,"The 13"" Macbook Pro just fits in my budget and with free <span class=""AS"">shipping</span> and no tax to CA","(No problem with the ordering or <span class=""AS"">shipping</span> by the way.","I'v spent as much for <span class=""AS"">shipping</span> as I would to buy a new netbook -- of course a different brand.","HOWEVER I chose two day <span class=""AS"">shipping</span> and it took over a week to arrive.","The 13"" Macbook Pro just fits in my budget and with free <span class=""AS"">shipping</span> and no tax to CA","great price free <span class=""AS"">shipping</span> what else can i ask for!!","however, I may have inadvertently thrown out one of the batteries with the <span class=""AS"">shipping</span> carton.","The computer is currently in West Verginia doe to the method of <span class=""AS"">shipping</span> choosen by Toshiba."
price,,,,"this is the best <span class=""AS"">price</span> we can get for a great product.","The <span class=""AS"">price</span> was very good, and the product is top quality.","If you ask me, for this <span class=""AS"">price</span> it should be included.","Was very much worth the <span class=""AS"">price</span> i paid.","This is likely due to poor grounding and isolation between the components, and I'm hoping that it can be fixed with a ground loop isolator, but I still expected better product quality for this <span class=""AS"">price</span> range.","High <span class=""AS"">price</span> tag, however.","Worse, for the <span class=""AS"">price</span> I could get a *netbook* that outperforms this machine.","The <span class=""AS"">price</span> is great for this model, I only plan on using it for media in the entertainment room.","I will never complain about the <span class=""AS"">price</span> since I believe you get what you pay for and my MacBook Pro was worth every dollar.","LOVE THIS LAPTOP WONDERFUL <span class=""AS"">PRICE</span> FOR WHAT YOU GET!","Battery life could be better but overall for the <span class=""AS"">price</span> and Toshiba's reputation for laptops","It's because when you buy it, you know first thing that you will not lose any value for that laptop, the <span class=""AS"">price</span> will stay the same for the next year, and even if Apple does decides to change mode, your laptop value will only drop 10-20%, unlike PC laptops which drop more than 80%.","Apparently well-built and gorgeous to look at, the i5 MacBook Pro is a winning combination of <span class=""AS"">price</span> and performance.","So then you may be lucky to get ahold to someone who understands that its no good and they will let you send it back, but of course you are taking a chance of them testing it out to see what has happened, and they tell you that it was not on their side , then you are stuck paying for the repair (the <span class=""AS"">price</span> of a new one).","The only downfall is a lot of the software I have won't work with Mac and iWork is not worth the <span class=""AS"">price</span> of it.","Like the <span class=""AS"">price</span> and operation.","Everything I wanted and everything I needed and the <span class=""AS"">price</span> was great!","A cheaper <span class=""AS"">price</span> should not equal a ""cheap"" product.","I got this at an amazing <span class=""AS"">price</span> from Amazon and it arrived just in time.","We researched and found the best <span class=""AS"">price</span> at MacConnection."
features,feature,,,"it was easy to setup and install, but I am learning as I go and could use a tutorial to learn how to use some of the <span class=""AS"">features</span> I was use to on the PC especially the right mouse click menu.","I'ts nice to have the higher-end laptops, but this fits my budget and the <span class=""AS"">features</span> I need.","it's exactly what i wanted, and it has all the new <span class=""AS"">features</span> and whatnot.","I even got my teenage son one, because of the <span class=""AS"">features</span> that it offers, like, iChat, Photobooth, garage band and more!","Im glad that it has such great <span class=""AS"">features</span> in it.","and it comes with the new OSX that comes with new <span class=""AS"">features</span> that makes the use more easy.","I was looking too closely at the other performance specs and while comparing, I took it for granted that these <span class=""AS"">features</span> were standard.","Mac Buyer and am amazed at <span class=""AS"">features</span> and ease of use the Mac offers.","However, I love this particular Mac because its very fast, great size, and has fantastic <span class=""AS"">features</span> like the lighted keyboard and easy mouse pad.","Instead, I'll focus more on the actual performance and <span class=""AS"">feature</span> set of the hardware itself so you can make an educated decision on which Mac to buy.","I have found it very easy to use, very imformative, wonder alerts and tutorials making it very easy for someone like me who is not exactly technologically advanced to learn to use the various <span class=""AS"">features</span> and programs.","A lot of <span class=""AS"">features</span> and shortcuts on the MBP that I was never exposed to on a normal PC.","The price premium is a little much, but when you start looking at the <span class=""AS"">features</span> it is worth the added cash.","Its Office compatible, but the <span class=""AS"">features</span> and its functioning is all new again so you might as well save the money and just learn the pre installed mac programs.","it has all the <span class=""AS"">features</span> that we expected and the price was good, working well so far.","Has all the other <span class=""AS"">features</span> I wanted including a VGA port, HDMI, ethernet and 3 USB ports.","A veryimportant <span class=""AS"">feature</span> is Firewire 800 which in my experience works better then USB3 (in PC enabled with USB3)I was not originally sold on the MAC OS","I have been PC for years but this computer is intuitive and its built in <span class=""AS"">features</span> are a great help","Also, macbooks come with much more <span class=""AS"">features</span> which are so cool!","the <span class=""AS"">features</span> are great, the only thing it needs is better speakers."
deal,,,,"And, if you are going to <span class=""AS"">deal</span> with HP be careful.","It was wonderful <span class=""AS"">deal</span> for the wonderful product.","so we got a good <span class=""AS"">deal</span> on hsn for an ascer notebook and we bought it for him.","While the computer seems to be set up in a common sense way rather than in geek-speak, there are certain quirks that can drive you crazy trying to <span class=""AS"">deal</span> with the PC world.","Great <span class=""AS"">deal</span> on an amazing lap top!","was a great <span class=""AS"">deal</span> i will give that.","but it wasn't a <span class=""AS"">deal</span> breaker... this is a great little laptop... love it!","This was a great <span class=""AS"">deal</span> for a decked out MacBook Pro.","And having to <span class=""AS"">deal</span> with the company has been a even worse nightmare.","every since I bought it from day one, I didn't ask for a new laptop or a refund of what I pay for a crapy laptop, but just an extension of my laptop warranty for another year, they made a big <span class=""AS"">deal</span> of out that and after so many calls and complaints about their products and services, they finally gave in."
anyone,,,,"So i would not reccomend <span class=""AS"">anyone</span> buying this computer","I would recommend this laptop to <span class=""AS"">anyone</span> looking to get a new laptop who is willing to spend a little more money to get great quality!","I would not recommend this to <span class=""AS"">anyone</span> wanting a notebook expecting the performance of a Desktop it does not meet the expectations.","I would rate this computer at 5 stars, but considering it has a short life span I can only give it 1 and implore <span class=""AS"">anyone</span> looking at laptops to stay away from this machine.","The overall build quality of the unit is excellent and she'd recommend it to <span class=""AS"">anyone</span> else looking for a netbook.","I use iphoto all the time, which is a great program for <span class=""AS"">anyone</span> who is into photography - amateurs and experts alike.","I would recommend this computer to <span class=""AS"">anyone</span> searching for the perfect laptop, and the battery life is amazing.","Please, <span class=""AS"">anyone</span> who is considering getting this computer, stop.","it is very easy for <span class=""AS"">anyone</span> to use an apple and specially the mcbook pro notebook.","I would recommend <span class=""AS"">anyone</span> to buy from pcconnection express.","i think that <span class=""AS"">anyone</span> looking for a good durrable laptop then this is the way to go.","iTunes is a handy music-management program, and it is essential for <span class=""AS"">anyone</span> with an iPod.","I dont understand how <span class=""AS"">anyone</span> can think this is a great product worth purchasing.","so in a brief summary i would have to say that i would not recommend dell vostro 1000 to <span class=""AS"">anyone</span> due to it being a down right awful setup so in my opinion you should steer clear of them if you want a decent laptop.","I would recommend <span class=""AS"">anyone</span> to buy from pcconnection express."
performance,,,,"I can say that I am fully satisfied with the <span class=""AS"">performance</span> that the computer has supplied.","I was considering buying the Air, but in reality, this one has a more powerful <span class=""AS"">performance</span> and seems much more convenient, even though it's about .20 inch thicker and 2 lbs heavier.","and it does not affect <span class=""AS"">performance</span> at all, I just chose to hide the message.","I highly recommend this laptop to anybody that wants great <span class=""AS"">performance</span> from a laptop and would like to relax and not become enraged cursing the gods about to throw your laptop out the door.","I would not recommend this to anyone wanting a notebook expecting the <span class=""AS"">performance</span> of a Desktop it does not meet the expectations.","I was looking too closely at the other <span class=""AS"">performance</span> specs and while comparing, I took it for granted that these features were standard.","Instead, I'll focus more on the actual <span class=""AS"">performance</span> and feature set of the hardware itself so you can make an educated decision on which Mac to buy.","Three, the mac book has advantages over pcs' with linux based os there is very 'few problems with system <span class=""AS"">performance</span> when it comes to a mac.","I've been impressed with the battery life and the <span class=""AS"">performance</span> for such a small amount of memory.","System is loosing about 20% of <span class=""AS"">performance</span> because of that.","It's also very capable of doing moderate video editing (although you may need the <span class=""AS"">performance</span> boost of the larger MacBook Pros for heavy duty mobile video editing).","And the ram (the thing that makes it faster) comes sporting 2 gigs for high <span class=""AS"">performance</span> to handle more stuff at once and surf the web a whole lot faster than before.","Strong <span class=""AS"">performance</span> in this device makes use of fun and a strong sense of the era of speed This device serves all modern requirements is a very strong game and is very useful for designers.","It's not inexpensive but the Hardware <span class=""AS"">performance</span> is impressive for a computer this small.","It was also suffering from hardware (keyboard) issues, relatively slow <span class=""AS"">performance</span> and shortening battery lifetime.","The <span class=""AS"">performance</span> is definitely superior to any computer I've ever put my hands on.","I was surprised with the <span class=""AS"">performance</span> and quality of this HP Laptop.","Amazing <span class=""AS"">Performance</span> for anything I throw at it.","you can find many laptops with the same <span class=""AS"">performance</span> and even better with lower price, but you cannot find the look, easy, applications, and the experience in mac.","Great <span class=""AS"">Performance</span> and Quality."
size,,,,"We love the <span class=""AS"">size</span> of the screen, although it is still lightweight and very easy to tote around.","At home and the office it gets plugged into an external 24"" LCD screen, so built in screen <span class=""AS"">size</span> is not terribly important.","i love the <span class=""AS"">size</span> of the computer since i play games on it.","The <span class=""AS"">size</span> is perfect and I do not recomend anything bigger except for any person who can exceed the limited space it gives you.","They are about the same <span class=""AS"">size</span> keys.","I really like the <span class=""AS"">size</span> and I'm a fan of the ACERS.","But the screen <span class=""AS"">size</span> is not that bad for email and web browsing.","the <span class=""AS"">size</span> of has actually help me out quite a bit by me being able to fit it in an already full backpack and to use it at a resturant where the food on the table is always so space consuming.","when i first got it i thought the <span class=""AS"">size</span> of it was a joke.","I love the <span class=""AS"">size</span> because the screen is big enough for what I use it for (Internet, artwork), and yet it is small enough to be reasonably portable.","The downside to this netbook is pretty much the same for any netbook: screen <span class=""AS"">size</span> is not something I'd stare at for the entire 10-11 hours of battery life five days a week.","Awesome laptop and the perfect <span class=""AS"">size</span> to carry around in college.","also...- excellent operating system- <span class=""AS"">size</span> and weight for optimal mobility- excellent durability of the battery-","It's been time for a new laptop, and the only debate was which <span class=""AS"">size</span> of the Mac laptops, and whether to spring for the retina display.","Setting would change for some reason, the screen <span class=""AS"">size</span> would change on it's own, like the pixel sizes and whatnot.","Right <span class=""AS"">size</span> and weight for portability.","Screen <span class=""AS"">size</span> is perfect for portable use in any environment.","the <span class=""AS"">size</span> and look is the most feature that attracted me to it.","Also, because of the <span class=""AS"">size</span> and consistancy of the laptop computer, some websites wouldn't even attempt to work on the computer because of browser problems.","It is lightweight and the perfect <span class=""AS"">size</span> to carry to class."
buy,,,,"I didn't want to <span class=""AS"">buy</span> a generic brand computer","Best <span class=""AS"">Buy</span> was great as always and accepted the return and gave me another model 1764.","You will love this macbook if you choose to <span class=""AS"">buy</span> it.","The speed difference is next to NOTHING for a mac, and the hard drive can be manually upgraded or you could just <span class=""AS"">buy</span> a $60 500gb external hard drive.","I will never <span class=""AS"">buy</span> another HP computer.","Do not  <span class=""AS"">buy</span> it!","In short I would never <span class=""AS"">buy</span> a Compaq again.","Well i got this computer from Best <span class=""AS"">Buy</span> and I have had nothing but problems","If internet connectivity is important I would recommend going with a dell net book for 50 bucks more, or <span class=""AS"">buy</span> a USB wireless card.","I took it back to Best <span class=""AS"">Buy</span> where they were so helpful and immediately gave me a new one.","In all honesty, if someone is looking for a quality laptop and willing to pay a little more money for a normal sized laptop than a cheaper and less impressive laptop, then do not <span class=""AS"">buy</span> this computer.","I run windows via bootcamp for the couple programs I do not want to <span class=""AS"">buy</span> a mac version of, like my cad programs.","Can you <span class=""AS"">buy</span> any laptop that matches the quality of a MacBook?","So if anyones looking to <span class=""AS"">buy</span> a computer or laptop you should stay far far away from any that have the name TOSHIBA on it...","If you don't feel comfortable doing it yourself, just <span class=""AS"">buy</span> the case and be happy, plus it looks nice, I bought the white one from Best Buy.","I was going to <span class=""AS"">buy</span> today and noticed it went back up to $344.99?","It's because when you <span class=""AS"">buy</span> it, you know first thing that you will not lose any value for that laptop, the price will stay the same for the next year, and even if Apple does decides to change mode, your laptop value will only drop 10-20%, unlike PC laptops which drop more than 80%.","Best <span class=""AS"">Buy</span> ended up junking the computer and giving me a replacement computer.","It doesn't have a lot of frills, but I didn't need any, and being able to <span class=""AS"">buy</span> what I needed, and not more than I needed was very important.","was debating to <span class=""AS"">buy</span> one for months, checked out different stuff on youtube, and read different articles and debates,I just didnt really wanna spend the money"
brand,,,,"I didn't want to buy a generic <span class=""AS"">brand</span> computer","Unable to boot up this <span class=""AS"">brand</span> new laptop.","my information was all lost (my fault, I know, but I never thought I would need to back up my information on a <span class=""AS"">brand</span> new Mac, the paragon of all computers!","I'm not going to lie, I've never really liked the Acer <span class=""AS"">brand</span> in general.","The store honored their warrenty and made the comment that they don't even recommend the HP <span class=""AS"">brand</span> because of the problems with their warrentys.","It came in <span class=""AS"">brand</span> new and works perfectly.","I looked around and based off my price/features comparison from a <span class=""AS"">brand</span> I trusted I landed here.","This laptop has left me with a HORRIBLE taste in my mouth for Acer <span class=""AS"">brand</span> products.","Hopefully my replacement is <span class=""AS"">brand</span> new.","I never had this kind of quality issue with Dell (not to say Dell is that great), not with a <span class=""AS"">brand</span> new laptop.","This was the second computer and <span class=""AS"">brand</span> bought that day.","The <span class=""AS"">brand</span> of iTunes has just become ingrained in our lexicon now, but keep in mind that Apple started it all.","I told them that I just received my <span class=""AS"">brand</span> new MacBook","The <span class=""AS"">brand</span> is tarnished in my heart.","while it was barely a bargin in the begining, i would never purchase another dell and would not recomend the dell <span class=""AS"">brand</span> to others.","Great value, fast delivery- Computer works as if <span class=""AS"">brand</span> new, no problems, very pleased"
edges,edge,,,"I have in the past gotten superfine sandpaper and ""fixed"" the <span class=""AS"">edges</span> by rounding them off.","Also, one of the users mentioned how the <span class=""AS"">edges</span> on the macbook is sharp, if you have money to spend on one of the incase shells, it doesn't seem to be a problem.","In the shop, these MacBooks are encased in a soft rubber enclosure - so you will never know about the razor <span class=""AS"">edge</span> until you buy it, get it home, break the seal and use it","Typing on the keyboard becomes uncomfortable after extended use due to the sharp <span class=""AS"">edges</span> that your wrists rest on.","Once open, the leading <span class=""AS"">edge</span> is razor sharp.","Maybe not the cutting <span class=""AS"">edge</span> (Satellite L455D) but it is a workhorse."
students,student,,,"Its white color is stylish for college <span class=""AS"">students</span> and easy to take to carry and take to classes.","D  really the mac book pro is the best laptop specially for <span class=""AS"">students</span> in college if you are not caring about price.","Also it is very good for college <span class=""AS"">students</span> who just need a reliable, easy to use computer.","As a computer science <span class=""AS"">student</span> in college, I find that the portability, longevity, and ease of use of this computer make me (shockingly) want to do homework more;","I am a college <span class=""AS"">student</span> and it has been very useful.","I highly recommend this computer for <span class=""AS"">students</span> looking for a solid machine to get them through college.","It was not clear that the Microsoft <span class=""AS"">Student</span> Edition that was loaded on the computer, was a six month trial.","luckly i had a <span class=""AS"">student</span> task force able to help, or else it would have crashed within the first year.","I needed a new computer for graduate school (had never owned a laptop before), and the only reason I didn't purchase a Mac was because my school's website strongly recommended <span class=""AS"">students</span> purchase PCs."
display,,,,"I hate the <span class=""AS"">display</span> screen and I have done everything I could do the change it.","The <span class=""AS"">display</span> is awesome.","Took a long time trying to decide between one with retina <span class=""AS"">display</span> and one without.","I was loving this Netbook because it had an amazing screen and <span class=""AS"">display</span> and was small and light, but after 1 week it stopped openning web pages for me (even after installing new browsers) then eventually it just started giving me a blue screen and crashing everytime I booted it.","Also the <span class=""AS"">display</span> is exceptional!","The battery life is excellent, the <span class=""AS"">display</span> is excellent, and downloading apps is a  breeze.","The LED backlit <span class=""AS"">display</span> makes my pictures pop so much more.","The <span class=""AS"">display</span> on this computer is the best I've seen in a very long time, the battery life is very long and very convienent.","I was not aware that this product cannot <span class=""AS"">display</span> websites that contain Flash.","After having two PC laptops die with in the past 3 years, I was led to the Apple <span class=""AS"">display</span> at Best Buy by the sleek design and promise of less tech issues.","the retina <span class=""AS"">display</span> display make pictures i took years ago jaw dropping.","The <span class=""AS"">display</span> is incredibly bright, much brighter than my PowerBook and very crisp."
netbook,,,,"This <span class=""AS"">netbook</span> went bad on me after 3 days.","Would HIGHLY recommend this <span class=""AS"">netbook</span> though.","The latest is on my LG <span class=""AS"">Netbook</span> X12","Sells for the same as a <span class=""AS"">netbook</span> without sacrificing size.","I wouldn't play a first-person shooter with this, mind, but if you wanted to run MS Office, email, chat, download a video, listen to music from a certain fruit-named music store, and were looking for a highly portable yet powerful <span class=""AS"">netbook</span> to do that all in, I'd highly recommend checking this out.","Right out of the box, this little <span class=""AS"">netbook</span> did everything I asked of it, including streaming the everyday video you're bound to encounter checking mail and websites (my biggest complaint previously).","I was loving this <span class=""AS"">Netbook</span> because it had an amazing screen and display and was small and light, but after 1 week it stopped openning web pages for me (even after installing new browsers) then eventually it just started giving me a blue screen and crashing everytime I booted it.","Overall I feel this <span class=""AS"">netbook</span> was poor quality, had poor performance, although it did have great battery life when it did work.","and I have to direct my concern to the ""sales"" team, which is the retail shop which I bought my <span class=""AS"">netbook</span> from.","I homeschool my kids and with this <span class=""AS"">netbook</span> next to my desk we get to teaching and illustrating without skipping a beat.","C'mon, I just bought the <span class=""AS"">netbook</span> 2 weeks ago.","I purchased this <span class=""AS"">netbook</span> after my original Toshiba laptop crashed right after the warranty expired.","I'v spent as much for shipping as I would to buy a new <span class=""AS"">netbook</span> -- of course a different brand.","Took the <span class=""AS"">netbook</span> on a vacation trip and I was able to do whatever I wanted to do without lugging a much heavier laptop.","We carry the <span class=""AS"">netbook</span> around here and there, hence it's kinda of irritating when the LCD just ""slide"" downwards.","The downside to this <span class=""AS"">netbook</span> is pretty much the same for any netbook: screen size is not something I'd stare at for the entire 10-11 hours of battery life five days a week.","I have had the <span class=""AS"">netbook</span> for 2 months","I bought the <span class=""AS"">netbook</span> because it was smaller and lighter for me to carry around.","This newer <span class=""AS"">netbook</span> has no hard drive or network lights.","I bought this <span class=""AS"">netbook</span> for traveling, and it's great - light, functional, and meets my needs."
day,,,,"Every <span class=""AS"">day</span> I had this computer, something failed on it.","It works exactly like it did the <span class=""AS"">day</span> I took it out of the box.","The system constantly overheats, the battery life is too short, the case is coming apart, and my core applications that I use every <span class=""AS"">day</span> in my work as a graphic artist run poorly.","I bought this last week, and the very next <span class=""AS"">day</span> had to return it because it over heated and the touch-mouse stopped responding.","Each time taking about 1 <span class=""AS"">day</span> or so.","ANd I babyed the heck out of it just one <span class=""AS"">day</span> when i opened","I droped this once from thetable when my baby girl grabed me one <span class=""AS"">day</span> and IT is still working with NO issues!","The OS is still as fast as the <span class=""AS"">day</span> that the laptop was purchased and continues to run flawlessly.","HOWEVER I chose two <span class=""AS"">day</span> shipping and it took over a week to arrive.","not the <span class=""AS"">day</span> received.","Good for every <span class=""AS"">day</span> computing and web browsing.","It came before the <span class=""AS"">day</span> it supposed to which is great.","One night I turned the freaking thing off after using it, the next <span class=""AS"">day</span> I turn it on, no GUI, screen all dark, power light steady, hard drive light steady and not flashing as it usually does.","It was returned on the third <span class=""AS"">day</span> I owned it.","We use the built in tools often, iTunes is open nearly every <span class=""AS"">day</span> and works great with my iPhone.","It was a Waste of money from <span class=""AS"">day</span> one!","and she reports that the battery life lasts all <span class=""AS"">day</span> for her","every since I bought it from <span class=""AS"">day</span> one, I didn't ask for a new laptop or a refund of what I pay for a crapy laptop, but just an extension of my laptop warranty for another year, they made a big deal of out that and after so many calls and complaints about their products and services, they finally gave in.","The lesson learned here is: It does not pay to by this loyal to any brand, since all of them are there to simply  to make as much money as possible, as fast as they can, and in this <span class=""AS"">day</span> and age, the customer no longer is right all the times.","It's slow and one <span class=""AS"">day</span> i hope to have the money to get rid of it and buy something else."
alot,,,,"I use that <span class=""AS"">alot</span> on my desktop, so I am adjusting to not having it.","This laptop leaves <span class=""AS"">alot</span> to be desired, I have had it only 5 months and have had to send it away to be repaired twice...","Also, I have had <span class=""AS"">alot</span> of trouble with the keys sticking and will not type correctly.","Also, I have <span class=""AS"">alot</span> of trouble with it getting very hot, and not even sitting on anything to make it hot.","Also, I have had <span class=""AS"">alot</span> of trouble with the shift key to go to other lines.","The only thing I dislike is the touchpad, <span class=""AS"">alot</span> of the times its unresponsive and does things I dont want it too, I would recommend using a mouse with it."
