Term,Alias1,Alias2,Alias3,Example1,Example2,Example3,Example4,Example5,Example6,Example7,Example8,Example9,Example10,Example11,Example12,Example13,Example14,Example15,Example16,Example17,Example18,Example19,Example20
case,,,,"so i recommend getting a <span class=""AS"">case</span> to protect it.","The only thing I didn't learn in my research was the software I would need like privacy protection and warranty protection, in <span class=""AS"">case</span> it gets broken, or crashes etc.","Had some trouble finding a <span class=""AS"">case</span> that it would fit in.","If that is the <span class=""AS"">case</span> for you, I would suggest a pull-behind solution when looking at cases.","The <span class=""AS"">case</span> is now slightly larger than the previous generation, but the lack of an external power supply justifies the small increase in size.","What's also interesting is this survey changed my ratings the first time I submitted it in <span class=""AS"">case</span> it doesn't keep what I put here are my aratings","i have dropped mine a couple times with only a slim plastic <span class=""AS"">case</span> covering it."
friend,,,,"I took it to <span class=""AS"">friend</span> who temporarily fixed it","My <span class=""AS"">friend</span> just had to replace his entire motherboard, so did my wife, and it looks like I will have to as well.","I let my <span class=""AS"">friend</span> borrow it, and she knows nothing about computers, and she used it with ease.","I am having a <span class=""AS"">friend</span> look at it , but will probably return it.","but i found that they are very cheap to by and also very portable making this the best <span class=""AS"">friend</span> to someone who is always looking for more space then they have.","I was so excited to receive the Toshiba L455 as a gift/bonus for some work I had done for a <span class=""AS"">friend</span> of mine!","I Have a <span class=""AS"">friend</span> who has the other model and we put them side by side with the same dvd in (battle of the Smithsonian)","In short, you could say your mac could become your best <span class=""AS"">friend</span> (no intention of replacing Rover your dog).","After years of occasionally pulling my hair out fighting computer viruses, a good <span class=""AS"">friend</span> convinced me it was time to go the Apple route."
sense,,,,"While the computer seems to be set up in a common <span class=""AS"">sense</span> way rather than in geek-speak, there are certain quirks that can drive you crazy trying to deal with the PC world.","Minis make <span class=""AS"">sense</span> for a lot of people.","Strong performance in this device makes use of fun and a strong <span class=""AS"">sense</span> of the era of speed This device serves all modern requirements is a very strong game and is very useful for designers.","Pretty much made <span class=""AS"">sense</span> to get a Mini.","I have an iPhone, and iPad, so it just made <span class=""AS"">sense</span> to finish off the platform by adding the Mini."
people,,,,"Before I begin, I will say that I am not like a good percentage of the <span class=""AS"">people</span> that will end up writing a review on this computer - I am not an Apple fanboy.","Also, if you need to talk to a representive at Microsoft, there is a charge, which I believe is robbery, since you are charged enormous amounts for a very badly designed system, which most <span class=""AS"">people</span> would have went with XP if they could.","I got assurances from 2 different <span class=""AS"">people</span> that the remaining 10 months of my warranty would transfer to the new computer.","only one way this computer might become the best is that it needs to upgreade patches  to make less easier for <span class=""AS"">people</span> to hack into","Recommended to <span class=""AS"">people</span> as their first laptop.","Breaking within 1 year of purchase and speaking to 4+ <span class=""AS"">people</span> to report the damaged part will be returned late!","Steve Jobs, probably needs help and donations, and cannot afford a reasonable offers for <span class=""AS"">people</span> that truly are trying to support his baby.","While most <span class=""AS"">people</span> say that PCs hold functionality and value and Macs are just pretty to look at, I think there's something to be said about the simplicity of Macs.","The <span class=""AS"">people</span> there just changed for me on the spot","Looking online, many <span class=""AS"">people</span> are having the same problem.","I know some <span class=""AS"">people</span> complained about HDMI issues but they released a firmware patch to address that issue.","I feel that enough <span class=""AS"">people</span> have Macs these days and that companies need to start making things more compatable than they used to be.","He said quite a number of <span class=""AS"">people</span> had encountered this problem and said it is a common issue.","While many <span class=""AS"">people</span> brag about Mac being ""intuitive"", it does take a little time to adjust to coming from a PC, but once I got the hang of it, I don't want to go back.","A tip for <span class=""AS"">people</span> looking into this computer:","I spoke to 4 different <span class=""AS"">people</span> and was told they needed to transfer me to a 5th person!","The <span class=""AS"">people</span> are frustrating to work with, the product itself is very cheaply made, and the accessories are less than satisfactory.","So when you do call to complain about the hunk of metal you get the joy of speaking with a bunch of <span class=""AS"">people</span> you cant understand.","Many <span class=""AS"">people</span> complain about the new OS, and it's urgent for Apple to fix it asap!","Its seen in movies, sitcoms, prominent important <span class=""AS"">people</span> carry and use them and they are GREAT!"
stuff,,,,"was debating to buy one for months, checked out different <span class=""AS"">stuff</span> on youtube, and read different articles and debates,I just didnt really wanna spend the money","Just be careful; you always have to give up some good <span class=""AS"">stuff</span> for others.","And the ram (the thing that makes it faster) comes sporting 2 gigs for high performance to handle more <span class=""AS"">stuff</span> at once and surf the web a whole lot faster than before.","I don't do any high tech <span class=""AS"">stuff</span> on it, just write papers, check mail, and sometimes play games, so I can't reccomend it if you are in the computer field.","I am not going to sit here and complain about it not having a cd drive and what not because it is a netbook, it is made to be compact and if you want all the other <span class=""AS"">stuff</span> get a laptop.","so when I had the money to buy one I bought other things instead....a 700 laptop and some extra <span class=""AS"">stuff</span> with it."
disc,,,,"the latest version does not have a <span class=""AS"">disc</span> drive.","In due course, I'll remove the hard <span class=""AS"">disc</span> from this new MacBook Pro and dump it where it belongs - in the trash.","I had it four months when my <span class=""AS"">disc</span> drive refused to open.","Now I had not tried to use this since the <span class=""AS"">disc</span> drive had been replaced and after taking it back to the Geek Squad","There also seemed to be a problem with the hard <span class=""AS"">disc</span> as certain times windows loads but claims to not be able to find any drivers or files.","I eventually did the migration from my iMac backup <span class=""AS"">disc</span> which uses USB."
version,,,,"the latest <span class=""AS"">version</span> does not have a disc drive.","You just get a trial <span class=""AS"">version</span> either way.","I think this will happen to any new <span class=""AS"">version</span> of computer/phone released and I need to wait for the next set of updates to have all of this fixed.","This <span class=""AS"">version</span> of MacBook Pro runs on a third-generation CPU (""Ivy Bridge""), not the latest fourth-generation Haswell CPU the 2013 version has.","I run windows via bootcamp for the couple programs I do not want to buy a mac <span class=""AS"">version</span> of, like my cad programs.","If you get a lemon (I have two thirds of my  Macs), you have to send it in for repairs several times before they will replace it, even if they have numerous problems with the same <span class=""AS"">version</span> of their computers.","sure once they unpdate the next <span class=""AS"">version</span> on the macbook book the quality of it will be better.","The other lock-up problems are from a myriad of causes, the most common being a corrupted <span class=""AS"">version</span> of Appleworks which can render the browser useless.","No Cd Rom in the new <span class=""AS"">version</span> there's no way I'm spending that kind of money on something has less features than the older version."
pictures,picture,,,"The LED backlit display makes my <span class=""AS"">pictures</span> pop so much more.","The <span class=""AS"">pictures</span> are clear as can be.","Iphoto is great for adding <span class=""AS"">pictures</span> right to facebook and other social networking sites.","My daughter uses it for games, email, facebook, <span class=""AS"">pictures</span> and music.","In November my computer messed up entirely and wouldn't power on after intalling a Windows update, I had to have my HD flashed and lost EVERYTHING on it, including my school assignments and irriplaceable <span class=""AS"">pictures</span> that were only in digital format and several other things, when this update was installed for some reason I was unable to roll back the drivers and everything to an earlier working condition because when the update was installed it deleted my history.","The PhotoBooth is a great program, it takes very good <span class=""AS"">pictures</span> with the built-in camera.","The cool thing about the Mac Book was that I went on my honeymoon and shot a bunch of <span class=""AS"">pictures</span> and movies with my iPhone, then I came back and put them onto my Macbook and made a pretty good DVD movie with all the pictures and videos from my trip.","The big screen allows you to enjoy watching movies , <span class=""AS"">pictures</span> and etc!"
sound,,,,"However, If I <span class=""AS"">sound</span> enthusiastic about this, I am!","The <span class=""AS"">sound</span> as mentioned earlier isn't the best, but it can be solved with headphones.","I had static in the output, and I had to reduce the <span class=""AS"">sound</span> output quality to ""FM"" as opposed to the default ""CD.","Maximum <span class=""AS"">sound</span> isn't nearly as loud as it should be.","One drawback I noticed was <span class=""AS"">sound</span> quality via USB.","My one complaint with this laptop is that I've noticed an electronic fuzz <span class=""AS"">sound</span> coming out of the headphone jack when headphones are plugged in.","Though please note that sometimes it crashes, and the <span class=""AS"">sound</span> quality isnt superb.","The <span class=""AS"">sound</span> was crappy even when you turn up the volume still the same results.","Speakers doesn't <span class=""AS"">sound</span> that great.","But with this laptop, the bass is very weak and the <span class=""AS"">sound</span> comes out sounding tinny.","My Toshiba did not have <span class=""AS"">sound</span> on everything, just certain things.","The only problems are the <span class=""AS"">sound</span> isnt very loud","while the keyboard itself is alright, the plate around it is cheap plastic and makes a hollow <span class=""AS"">sound</span> when using the mouse command buttons.","Toshiba customer services will indirectly deal with your problems by constantly tranferring you from one country to another, and I am not kidding you, I called different hours of the day and you'll get someone else from another country trying to get you to tell them your life story all over again, since they make it <span class=""AS"">sound</span> like they don't have your history list of your calls right in front of them.","Some features arent friendly ( volume wheel, <span class=""AS"">sound</span> quality, etc.","The <span class=""AS"">sound</span> is nice and loud; I don't have any problems with hearing anything."
netbook,,,,"The downside to this <span class=""AS"">netbook</span> is pretty much the same for any netbook: screen size is not something I'd stare at for the entire 10-11 hours of battery life five days a week.","So I got another <span class=""AS"">netbook</span> which I love!","If you are looking for a <span class=""AS"">netbook</span> pc DO NOT BUY FROM ASUS!!!","Overall I feel this <span class=""AS"">netbook</span> was poor quality, had poor performance, although it did have great battery life when it did work.","C'mon, I just bought the <span class=""AS"">netbook</span> 2 weeks ago.","I'v spent as much for shipping as I would to buy a new <span class=""AS"">netbook</span> -- of course a different brand.","This <span class=""AS"">netbook</span> is a perfect supplementary computer to another laptop or desktop","Took the <span class=""AS"">netbook</span> on a vacation trip and I was able to do whatever I wanted to do without lugging a much heavier laptop.","The latest is on my LG <span class=""AS"">Netbook</span> X12","This is the first time that I tried and owning a <span class=""AS"">netbook</span> although I have used 3 different laptops in the past 10 years, I find not much difference except of course for the screen size.","You can do it all on this bad boy but the main thing this <span class=""AS"">netbook</span> was desinged for was surfing the web and boy","Would HIGHLY recommend this <span class=""AS"">netbook</span> though.","Right out of the box, this little <span class=""AS"">netbook</span> did everything I asked of it, including streaming the everyday video you're bound to encounter checking mail and websites (my biggest complaint previously).","The <span class=""AS"">netbook</span> is easier for me to take to bed and carry around with me.","HP is more interested in selling extended warranties (which cost more than the <span class=""AS"">netbook</span> new) then they are in helping or fixing.","I homeschool my kids and with this <span class=""AS"">netbook</span> next to my desk we get to teaching and illustrating without skipping a beat.","The only thing that isn't perfect about this <span class=""AS"">netbook</span> is the speakers, they are not loud at all","However, a <span class=""AS"">NETBOOK</span> will be a different story.","I was loving this <span class=""AS"">Netbook</span> because it had an amazing screen and display and was small and light, but after 1 week it stopped openning web pages for me (even after installing new browsers) then eventually it just started giving me a blue screen and crashing everytime I booted it.","Sells for the same as a <span class=""AS"">netbook</span> without sacrificing size."
something,,,,"The downside to this netbook is pretty much the same for any netbook: screen size is not <span class=""AS"">something</span> I'd stare at for the entire 10-11 hours of battery life five days a week.","It drives me crazy when I want to download a game or <span class=""AS"">something</span> of that nature","I think I might rather suffer for <span class=""AS"">something</span> that is simple to fix in my opinion.","Those moments in thime where you want to throw <span class=""AS"">something</span> against the wall?","The MacBook is way too overpriced for <span class=""AS"">something</span> so simple and chaotic.","If you are a person like me, more on the creative side, the mac has <span class=""AS"">something</span> for you too.","I was almost worried that I was doing <span class=""AS"">something</span> wrong.","I have a business website and every time I have to change <span class=""AS"">something</span> I have to go to the public library to use a PC.","While most people say that PCs hold functionality and value and Macs are just pretty to look at, I think there's <span class=""AS"">something</span> to be said about the simplicity of Macs.","I had <span class=""AS"">something</span> else go wrong and they said it had to be in good working order to be able to buy the warranty.","If you had PC for four years I can almost gaurentee that <span class=""AS"">something</span> would of gone wrong by now, maybe even forcing you to replace your entire computer.","Apparently there is a manufacturing defect, <span class=""AS"">something</span> with the amount of thermal paste.","It weighed like seven pounds or <span class=""AS"">something</span> like that.","I switched to this because I wanted <span class=""AS"">something</span> different, even though I miss windows.","I wanted <span class=""AS"">something</span> that had a new Intel Core processors and HDMI port so that we could hook it up directly to our TV.","If you are looking for <span class=""AS"">something</span> reliable, this is the laptop for you.","But then, <span class=""AS"">something</span> goes wrong.","Clearly, there is <span class=""AS"">something</span> wrong with the product and LG didn't take up the responsibility.","I purchased it this year when my old HP laptop finally died and I was looking for <span class=""AS"">something</span> smaller and lighter than a laptop to carry around for classes and traveling.","This is <span class=""AS"">something</span> i would deffinately reccomend to someone."
upgrade,,,,"A *big* <span class=""AS"">upgrade</span> from my 13"" 2006 macbook.","And at one point, they blame me for installing a bad memory stick when I <span class=""AS"">upgrade</span> my memory for the first time during my purchase of the laptop","After all was said and done, I essentially used that $450 savings to buy 16GB of RAM, TWO Seagate Momentus XT hybrid drives and an OWC <span class=""AS"">upgrade</span> kit to install the second hard drive.","This is still a fairly good <span class=""AS"">upgrade</span> to a laptop that was about 4 years old.","OSX Mountain Lion  soon to <span class=""AS"">upgrade</span> to Mavericks.","You'll need to <span class=""AS"">upgrade</span> and pay a little more for them.","If you want a little more custom ability, drop a few bucks and <span class=""AS"">upgrade</span> to one of the more robust versions of Win 7 and grab a 2GB stick of memory to spice it all up a bit more."
alot,,,,"Also, I have had <span class=""AS"">alot</span> of trouble with the shift key to go to other lines.","It came <span class=""AS"">alot</span> faster than I thought it would have which was really exciting.","Also, I have <span class=""AS"">alot</span> of trouble with it getting very hot, and not even sitting on anything to make it hot.","The only thing I dislike is the touchpad, <span class=""AS"">alot</span> of the times its unresponsive and does things I dont want it too, I would recommend using a mouse with it.","Also, I have had <span class=""AS"">alot</span> of trouble with the keys sticking and will not type correctly.","I spent <span class=""AS"">alot</span> of money on this product and its been a nightmare.","I use that <span class=""AS"">alot</span> on my desktop, so I am adjusting to not having it.","This laptop leaves <span class=""AS"">alot</span> to be desired, I have had it only 5 months and have had to send it away to be repaired twice..."
webcam,,,,"The built-in <span class=""AS"">webcam</span> is great for Skype and similar video-chat services.","I wish it had a <span class=""AS"">webcam</span> though, then it would be perfect!","oh yeah, and if the fancy <span class=""AS"">webcam</span> breaks guess who you have to send it to to get it fixed?","I got it back and my built-in <span class=""AS"">webcam</span> and built-in mic were shorting out anytime","The fact that you can spend over $100 on just a <span class=""AS"">webcam</span> underscores the value of this machine."
imac,,,,"I bought this Mac book pro along with a new 27"" <span class=""AS"">iMac</span> and while they are still light years more reliable than a PC I have noticed a decline in the reliability of my Mac computers.","The Like New condition of the <span class=""AS"">iMac</span> MC309LL/A on Amazon is at $900+ level only, and it is a Quad-Core 2.5 GHz CPU (similar to the $799 Mini), with Radeon HD 6750M 512MB graphic card (this mini is integrated Intel 4000 card), and it even comes with wireless Apple Keyboard and Mouse, all put together in neat and nice package.","I eventually did the migration from my <span class=""AS"">iMac</span> backup disc which uses USB.","I am much happier about MAC OS and have just bought an <span class=""AS"">iMac</span> for office."
mouse pad,,,,"the <span class=""AS"">mouse pad</span> and buttons are the worst i've ever seen.","This time the <span class=""AS"">mouse pad</span> and right click key wouldn't work!","Externally the keys on my keyboard are falling off, after a few uses the paint is rubbing off the button below the <span class=""AS"">mouse pad</span> and where the heals of my hands sit, and the screen has a terrible glare."
value,,,,"It's because when you buy it, you know first thing that you will not lose any <span class=""AS"">value</span> for that laptop, the price will stay the same for the next year, and even if Apple does decides to change mode, your laptop value will only drop 10-20%, unlike PC laptops which drop more than 80%.","I claim that this has no <span class=""AS"">value</span> to me, the laptop was new anyway.","While most people say that PCs hold functionality and <span class=""AS"">value</span> and Macs are just pretty to look at, I think there's something to be said about the simplicity of Macs.","It's super fast and a great <span class=""AS"">value</span> for the price!","This is a great <span class=""AS"">value</span> for the money.","The fact that you can spend over $100 on just a webcam underscores the <span class=""AS"">value</span> of this machine."
sony,,,,"Looked at HP, ASUS, Acer, <span class=""AS"">Sony</span> and a bunch of other ones but could not find I really liked.","I can't even remember how I finally got it taken care of, but I was done with <span class=""AS"">Sony</span> after that!","They said that my computer was covered on an extended warranty, and that products with  extended warranties are taken care of through third parties and not <span class=""AS"">Sony</span> itself anymore.","They sent out a <span class=""AS"">Sony</span> 'Certified' technician.","Back then my entire family was Devoted to the <span class=""AS"">Sony</span> name.","I bought this MacBook Pro to replace my six-year-old PC (a <span class=""AS"">Sony</span> Vaio), but it was basically no better than my old PC, so I returned it.","My opinion of <span class=""AS"">Sony</span> has been dropping as fast as the stock market, given their horrible support, but this machine just caused another plunge.","When I called <span class=""AS"">Sony</span> the Customer Service was Great.","But <span class=""AS"">Sony</span> said we could send it back and be charged for adding the bluetooth an additional seventy something dollars."
bunch,,,,"Looked at HP, ASUS, Acer, Sony and a <span class=""AS"">bunch</span> of other ones but could not find I really liked.","Just a <span class=""AS"">bunch</span> of idiots who's English as a 5th language is forced at best.","I had to go through a <span class=""AS"">bunch</span> of junk to get them to tell me I needed to send the computer in.","The cool thing about the Mac Book was that I went on my honeymoon and shot a <span class=""AS"">bunch</span> of pictures and movies with my iPhone, then I came back and put them onto my Macbook and made a pretty good DVD movie with all the pictures and videos from my trip.","So when you do call to complain about the hunk of metal you get the joy of speaking with a <span class=""AS"">bunch</span> of people you cant understand."
files,file,,,"I am able to organize my pics, music and <span class=""AS"">files</span> easily.","iLife is easily compatible with Microsoft Office so you can send and receive <span class=""AS"">files</span> from a PC.","There is no cd drive on the computer, which defeats the purpose of keeping <span class=""AS"">files</span> on a cd.","I love the dock where I can simply drop a <span class=""AS"">file</span> ontop of a particular program, and the program will simply open that file.","I like those programs better than Office and you can save your <span class=""AS"">files</span> to be completely compatible with the Office programs as well.","I am able to play 720p and 1080p media <span class=""AS"">files</span> just fine with it.","I was originally concerned that I couldn't view work I had done in college on my Mac because of the PC formatting, but I was even more thrilled to learn of programs like iLife and iWork that allow you to convert your PC documents into readable <span class=""AS"">files</span> on Macs.","A great feature is the spotlight search: one can search for documents by simply typing a keyword, rather than parsing tens of <span class=""AS"">file</span> folders for a document."
trackpad,,,,"Since I've had this computer I've only used the <span class=""AS"">trackpad</span> because it is so nice and smooth.","MY <span class=""AS"">TRACKPAD</span> IS NOT WORKING.","On my PowerBook G4 I would never use the <span class=""AS"">trackpad</span> I would use an external mouse because I didn't like the trackpad.","All the things you can do with the <span class=""AS"">trackpad</span> make navigating around the computer and its programs so much simpler, quicker, and easier.","the functions provided by the <span class=""AS"">trackpad</span> is unmatched by any other brand-","The <span class=""AS"">trackpad</span> was easy to learn and navigate."
owner,,,,"And now I am a proud MacBook <span class=""AS"">owner</span> also!","Two years after buying this laptop, I am now the proud <span class=""AS"">owner</span> of a lemon.","As an <span class=""AS"">owner</span> of a Toshiba Satalite laptop computer things you should know before you buy.","I my wife is also now the proud <span class=""AS"">owner</span> of a Macbook as well!"
system,,,,"Every time I log into the <span class=""AS"">system</span> after a few hours, there is this endlessly frustrating process that I have to go through.","Chatting with Acer support, I was advised the problem was corrupted operating <span class=""AS"">system</span> files.","This <span class=""AS"">system</span> is not worth the money or trouble trying to get it fix.","Screen is crystal clear and the <span class=""AS"">system</span> is very responsive.","Additionally, there is barely a ventilation <span class=""AS"">system</span> in the computer, and even the simple activity of watching videos let alone playing steam games","Somehow the <span class=""AS"">system</span> clock got messed up after reboot.","When I finally had everything running with all my software installed I plugged in my droid to recharge and the <span class=""AS"">system</span> crashed.","so I went to a local best buy and played around with the IOS <span class=""AS"">system</span> on a Mac Pro","It is made of such solid construction and since I have never had a Mac using my iPhone helped me get used to the <span class=""AS"">system</span> a bit.","Although i do believe that Windows operating <span class=""AS"">system</span> may be to fault for some of the problems.","The screen is bright and clear, the operating <span class=""AS"">system</span> is solid and friendly to a novice.","The <span class=""AS"">system</span> it comes with does not work properly, so when trying to fix the problems with it it started not working at all.","If you really want a bang-up <span class=""AS"">system</span> and don't need to run Windows applications, go with an Apple;","The new operating <span class=""AS"">system</span> makes this computer into a super iPad.","That <span class=""AS"">system</span> is fixed.","Drivers updated ok but the BIOS update froze the <span class=""AS"">system</span> up and the computer shut down.","The only time I have restarted is during <span class=""AS"">system</span> updates.","Nice and portable and definitely a decent enough <span class=""AS"">system</span> to keep you entertained while sitting in the airplane for a couple of hours, or at the hotel taking care of some last minute details and documents.","Three, the mac book has advantages over pcs' with linux based os there is very 'few problems with <span class=""AS"">system</span> performance when it comes to a mac.","The operating <span class=""AS"">system</span> and user interface is very intuitive, and the large multi-touch track pad is amazing."
processor,,,,"the i3 <span class=""AS"">processor</span> doesn't seem to run hot and the fan rarely turns on.","The AMD Turin <span class=""AS"">processor</span> seems to always perform so much better than Intel.","The <span class=""AS"">processor</span> went on me, the fan went and the motherboard went.","The <span class=""AS"">processor</span> is very quick and effective as I load webpages and applications.","The <span class=""AS"">processor</span> a AMD Semprom at 2.1 ghz is a bummer it does not have the power for HD or heavy computing.","It has a faster <span class=""AS"">processor</span> and more ram.","Only other thing is that if you are using this for document creation Apple doesnt provide any kind of word <span class=""AS"">processor</span> (such as works for windows), but iwork is cheap compared to office.","The <span class=""AS"">processor</span> screams, and because of the unique way that Apple OSX 16 functions, most of the graphics are routed through the hardware rather than the software.","My only disappointment with the 13"" model is that they're the only ones in the MacBook Pro line up without an i5 or i7 <span class=""AS"">processor</span> and dual graphics cards, however the trade-off is that you achieve a longer battery life (of about 2 more hours).","Great OS, fabulous improvements to the existing line bumping up the <span class=""AS"">processor</span> speed and adding the thunderbolt port.","super fast <span class=""AS"">processor</span> and really nice graphics card..","It has a .1 ghz faster <span class=""AS"">processor</span> and a stock"
construction,,,,"The cover for the DVD drive soon came off, too--a mark of poor <span class=""AS"">construction</span> quality.","Yes, they cost more, but they more than make up for it in speed, <span class=""AS"">construction</span> quality, and longevity.","It is made of such solid <span class=""AS"">construction</span> and since I have never had a Mac using my iPhone helped me get used to the system a bit.","The Unibody <span class=""AS"">construction</span> is solid, sleek and beautiful.","The unibody <span class=""AS"">construction</span> really does feel lot more solid than Apple's previous laptops."
dollars,dollar,,,"I or my dad paid over twenty four hundred <span class=""AS"">dollars</span> for everything.","If I have a few hundred <span class=""AS"">dollars</span> to spare, I'd buy the Pro line though, the 2.53 and 2.66 GHz model.","i spent eight hundred <span class=""AS"">dollars</span> from a giant paper weight that looks good on a bus.","A seventy <span class=""AS"">dollar</span> mouse!","After paying several hundred <span class=""AS"">dollars</span> for this service, it is frustrating that you cannot get help after hours.","But if you're willing to pay another 200 <span class=""AS"">dollar</span> for a windows disc.","I spent 2200 <span class=""AS"">dollars</span> on a ""top of the line laptop"".","If you could stretch by a few 100 <span class=""AS"">dollars</span> I highly recommend you should replace your Windows laptop with this one."
part,,,,"AND the best <span class=""AS"">part</span> is that it even comes with a free printer (when they have a certain promotion/offer going, of course)!","But no one could tell me when my <span class=""AS"">part</span> would be shipped nor could they tell me where to buy it ON THEIR WEBSITE!!!","The only bad <span class=""AS"">part</span> is the size/weight.","Breaking within 1 year of purchase and speaking to 4+ people to report the damaged <span class=""AS"">part</span> will be returned late!","The nicest  <span class=""AS"">part</span> is the low heat output and ultra quiet operation.","I got the first ""Blue screen of death"" in the early <span class=""AS"">part</span> of July.","The most amazing <span class=""AS"">part</span> to me as a PC user is the startup and shutdown times - and the fact that you very rarely have to restart the thing.","Pro Notebook Computer (Z0J80001) Notebook and has become such an integral <span class=""AS"">part</span> of completing our daily needs and social networking.","Emachines says they're waiting for a <span class=""AS"">part</span> and refuses to replace entire unit."
couple,,,,"I have used a <span class=""AS"">couple</span> of others on the job as well.","In those three years, I've had a <span class=""AS"">couple</span> of minor problems and both were resolved by Apple quickly and easily.","Best Buy laughed when I told them they should replace it instead of expecting me to be without a computer again for another <span class=""AS"">couple</span> of weeks.","I run windows via bootcamp for the <span class=""AS"">couple</span> programs I do not want to buy a mac version of, like my cad programs.","But after using it a <span class=""AS"">couple</span> of weeks, the overall operation is poor.","So a <span class=""AS"">couple</span> of years later, I was a dumb college girl and had to have the wireless internet.","Nice and portable and definitely a decent enough system to keep you entertained while sitting in the airplane for a <span class=""AS"">couple</span> of hours, or at the hotel taking care of some last minute details and documents.","It's been a <span class=""AS"">couple</span> weeks since the purchase and I'm struggle with finding the correct keys (but that was expected).","After a <span class=""AS"">couple</span> of years, my battery life began to diminish but was replaced for free due to a company-wide recall of my particular battery.","i have dropped mine a <span class=""AS"">couple</span> times with only a slim plastic case covering it.","As of a <span class=""AS"">couple</span> weeks ago the middle portion of the laptop from top to bottom,,,about 4 inches across is hardly visible.","A <span class=""AS"">couple</span> things you should know:","I have had my new Macbook Pro i5 for a <span class=""AS"">couple</span> of days and have recycled ALL of my old PC laptops."
job,,,,"I have used a couple of others on the <span class=""AS"">job</span> as well.","It has everything you need to get the <span class=""AS"">job</span> done.","Not a bad laptop, it's a bit slow, but gets the <span class=""AS"">job</span> done.","Does a great <span class=""AS"">job</span> with video shot on a Canon 5D MKII.","ASUS has done an outstanding <span class=""AS"">job</span> of evolving their netbooks, and I would recommend this to anyone who both understands their needs and how netbooks can fit them."
downloads,download,,,"It drives me crazy when I want to <span class=""AS"">download</span> a game or something of that nature","I was getting extrememly frustrated when I would want to do these simple taks that I would have to wait and wait and wait for things to <span class=""AS"">download</span> or virus that would clog up my PC.","It is short on space, and <span class=""AS"">downloads</span> always had problems being completed, or were said to be 'corrupted'.","And if you have a iphone or ipod touch you can connect and <span class=""AS"">download</span> songs to it at high speed.","With the macbook pro it comes with freesecuritysoftware to protect it from viruses and other intrusive things from <span class=""AS"">downloads</span> and internet surfing or emails.","I wouldn't play a first-person shooter with this, mind, but if you wanted to run MS Office, email, chat, <span class=""AS"">download</span> a video, listen to music from a certain fruit-named music store, and were looking for a highly portable yet powerful netbook to do that all in, I'd highly recommend checking this out."
opinion,,,,"In my <span class=""AS"">opinion</span> it was not as user friendly as I expected either.","My <span class=""AS"">opinion</span> of Sony has been dropping as fast as the stock market, given their horrible support, but this machine just caused another plunge.","so in a brief summary i would have to say that i would not recommend dell vostro 1000 to anyone due to it being a down right awful setup so in my <span class=""AS"">opinion</span> you should steer clear of them if you want a decent laptop."
anyone,,,,"Appleworks  rarely translates perfectly on <span class=""AS"">anyone</span> else","The cool thing about this is <span class=""AS"">anyone</span> can use it.","I would recommend <span class=""AS"">anyone</span> to buy from pcconnection express.","I would recommend this laptop to <span class=""AS"">anyone</span> looking to get a new laptop who is willing to spend a little more money to get great quality!","The overall build quality of the unit is excellent and she'd recommend it to <span class=""AS"">anyone</span> else looking for a netbook.","I would recommend Mac, and do, to <span class=""AS"">anyone</span> looking to buy a new computer.","Sure, the initial out of pocket expense is greater, but that should not dissuade <span class=""AS"">anyone</span> from the fact that these machines run like none other on the planet, and when I factor in all the money in that I wasted on Geek Squad and the latest patches to de-corrupt my infested PCs, it probably comes out about even anyhow.","I would recommend this computer to <span class=""AS"">anyone</span> searching for the perfect laptop, and the battery life is amazing.","I would not recommend this to <span class=""AS"">anyone</span> wanting a notebook expecting the performance of a Desktop it does not meet the expectations.","it is very easy for <span class=""AS"">anyone</span> to use an apple and specially the mcbook pro notebook.","iTunes is a handy music-management program, and it is essential for <span class=""AS"">anyone</span> with an iPod.","So i would not reccomend <span class=""AS"">anyone</span> buying this computer","I challenge <span class=""AS"">anyone</span> to show proof that through anywhere near normal use can get more than 2.5 hrs out of it.","so in a brief summary i would have to say that i would not recommend dell vostro 1000 to <span class=""AS"">anyone</span> due to it being a down right awful setup so in my opinion you should steer clear of them if you want a decent laptop.","ASUS has done an outstanding job of evolving their netbooks, and I would recommend this to <span class=""AS"">anyone</span> who both understands their needs and how netbooks can fit them.","I would never tell <span class=""AS"">anyone</span> to buy one either.","i think that <span class=""AS"">anyone</span> looking for a good durrable laptop then this is the way to go.","Please, <span class=""AS"">anyone</span> who is considering getting this computer, stop.","I would recommend <span class=""AS"">anyone</span> to buy from pcconnection express."
