Term,Alias1,Alias2,Alias3,Example1,Example2,Example3,Example4,Example5,Example6,Example7,Example8,Example9,Example10,Example11,Example12,Example13,Example14,Example15,Example16,Example17,Example18,Example19,Example20
part,,,,"My favorite <span class=""AS"">part</span> of this computer is that it has a vga port","The only bad <span class=""AS"">part</span> is the size/weight.","I am currently out of town and called to inform them the broken <span class=""AS"">part</span> would be returned when I got back in town.","This was the 3rd day and <span class=""AS"">part</span> still had not been shipped.","The nicest  <span class=""AS"">part</span> is the low heat output and ultra quiet operation.","The love <span class=""AS"">part</span> of my relationship with this laptop doesn't take very long.","Emachines says they're waiting for a <span class=""AS"">part</span> and refuses to replace entire unit.","AND the best <span class=""AS"">part</span> is that it even comes with a free printer (when they have a certain promotion/offer going, of course)!","Pro Notebook Computer (Z0J80001) Notebook and has become such an integral <span class=""AS"">part</span> of completing our daily needs and social networking.","Breaking within 1 year of purchase and speaking to 4+ people to report the damaged <span class=""AS"">part</span> will be returned late!","The most amazing <span class=""AS"">part</span> to me as a PC user is the startup and shutdown times - and the fact that you very rarely have to restart the thing.","To list a few: They tend to get hot enough to cause 3rd degree burns, as well as ignite any flamable material if near the <span class=""AS"">part</span> that happens to heat up.","I got the first ""Blue screen of death"" in the early <span class=""AS"">part</span> of July.","But no one could tell me when my <span class=""AS"">part</span> would be shipped nor could they tell me where to buy it ON THEIR WEBSITE!!!","They sent me a replacement <span class=""AS"">part</span> and without informing me are requiring that I return it within 15 days or contact them and let them know the broken part will be returned later."
photos,photo,,,"As a graphic arts a retired instructor I still love to play with the graphic with <span class=""AS"">photos</span> and clip art .....","It makes sorting out all those <span class=""AS"">photos</span> on my digital camera a breeze, and organizing them by place, time taken, or sending them to an online print shop, or uploading them to Flickr or Facebook etc, is not hard at all.","I am ADDICTED to <span class=""AS"">photo</span> booth!","I made a <span class=""AS"">photo</span> book as a gift, on my computer, pushed ""Buy"" and it drew from my iTunes account and sent the book to my house, the book was of perfect quality-exactly how I had created it and looked better than I had even imagined.","In addition, there is photo detection software that will allow you to group all the <span class=""AS"">photos</span> together based upon the people in the picture.","In addition, there is <span class=""AS"">photo</span> detection software that will allow you to group all the photos together based upon the people in the picture.","But sitting on a lap or on a desk in front of you it looks more than big enough (this could be because Im used to my Lenovo 10 tablet now) plus this is a great size if I want to unplug the external keyboard, mouse, and monitor to take it with me when I take <span class=""AS"">photos</span> and video.","It allows you to automatically upload <span class=""AS"">photos</span> to your Facebook account with one click."
resolution,,,,"The <span class=""AS"">resolution</span> is even higher then any other laptop on the market.","The screen <span class=""AS"">resolution</span> was exactly what I was looking for.","air has higher <span class=""AS"">resolution</span> but the fonts are small.","The only thing I don't understand is that the <span class=""AS"">resolution</span> of the screen isn't high enough for some pages, such as Yahoo!Mail.","The <span class=""AS"">resolution</span> on the screen is almost pure HD."
internet,,,,"I would recommend it just because of the <span class=""AS"">internet</span> speed probably because thats the only thing i really care about.","The <span class=""AS"">internet</span> capabilities are also very strong and picks up signals very easily.","I recommend for word processing and <span class=""AS"">internet</span> users.","The <span class=""AS"">Internet</span> Explorer was very slow from the very beginning.","The most recent being that my Safari <span class=""AS"">internet</span> browser is freaking out on me, but I have just been using firefox instead.","The Apple will run <span class=""AS"">Internet</span> Explorer, but at an amazingly slow rate.","The <span class=""AS"">internet</span> speed is spectacular.","If <span class=""AS"">internet</span> connectivity is important I would recommend going with a dell net book for 50 bucks more, or buy a USB wireless card.","My wireless provider confirmed my home <span class=""AS"">internet</span> is fine, and any connections I turn on should work.","then reinsalled, <span class=""AS"">Internet</span> Explore just quits and you lose whatever you were working on, also, the same Windows update has appeared on this computer since we got it and has been updated probably 400 times, the same update.","More times that not the screen pops up saying I have a bad <span class=""AS"">internet</span> connection, or the page can't be displayed.","The <span class=""AS"">internet</span> was locekd and froze every time it was trying to be used, and the command prompt would not work at all.","the <span class=""AS"">internet</span> can be an scary place its up to you on what you do with it.","do a quick search on the <span class=""AS"">internet</span> see if im the only one.","I did an <span class=""AS"">internet</span> search and this is a very common problem with this  laptop."
service,,,,"Do you think it's fun to take public transport all the way to the <span class=""AS"">service</span> center and get a non-satisfactory solution?","The <span class=""AS"">service</span> I received from Toshiba went above and beyond the call of duty.","The technical <span class=""AS"">service</span> for dell is so 3rd world it might as well not even bother.","The <span class=""AS"">service</span> tech said he had tried to duplicate the damage and wasn't able to recreate it therefore it had to be their defect.","thanks for great <span class=""AS"">service</span> and shipping!","When I called Sony the Customer <span class=""AS"">Service</span> was Great.","In desparation, I called their Customer <span class=""AS"">Service</span> number and was told that my warranty had expired (2 days old) and that the priviledge of talking to a technician would cost me (""have your credit card ready"").","Going to bring it to <span class=""AS"">service</span> today.","They need to stop outsoucing and send some complaint calls to US based customer <span class=""AS"">service</span> agents for those who live in the United states.","If this is an improvement in Customer <span class=""AS"">Service</span> then I would hate too see what it was before!","Asked the customer <span class=""AS"">service</span> rep.","it definitely beats my old mac and the <span class=""AS"">service</span> was great.","I had purchased it from a major electronics store and took it to their <span class=""AS"">service</span> department to find out what the problem was.","I spoke with a <span class=""AS"">service</span> rep at Micro Center and his girlfriend is having the same problem with her power adapter, so","When it come time for warranty <span class=""AS"">service</span> to Toshiba you don't matter.","THE CUSTOMER <span class=""AS"">SERVICE</span> IS TERRIFIC!!","The tech guy then said the <span class=""AS"">service</span> center does not do 1-to-1 exchange","The LG <span class=""AS"">service</span> center cannot provide me the ""service"" when it is called the ""service center"".","So, I paid a visit to LG notebook <span class=""AS"">service</span> center at Alexandra Road, hoping they can make the hinge tighter.","After way too many times sending the thing in for repairs (delivery <span class=""AS"">service</span> was slow, and without the laptop I had no access to the internet, and thus no way of tracking it to find out when I might hope to see my computer again), it finally kicked the bucket after just over 2 years."
notebooks,notebook,,,"So you out of of <span class=""AS"">notebook</span> and money.","So, if you're thinking of a laptop, I would heartily recommend theApple 13.3 MacBook Pro <span class=""AS"">Notebook</span> Computer","(Z0J80001) <span class=""AS"">Notebook</span> for all your needs!","the mcbook pro <span class=""AS"">notebook</span> will make it easy for you to write and read your emails at blazing speeds.","If you check you will find the same <span class=""AS"">notebook</span> with the above missing ports and a dual core AMD or Intel processor.","Other than not being a fan of click pads (industry standard these days) and the lousy internal speakers, it's hard for me to find things about this <span class=""AS"">notebook</span> I don't like, especially considering the $350 price tag.","I decided to buy a few <span class=""AS"">notebooks</span> for my nephews for Xmas.","bought <span class=""AS"">notebook</span> 07/2009.","The black model also has a very nice seamless appearance - one of the better looking <span class=""AS"">notebooks</span> I've seen.","My friend reports the <span class=""AS"">notebook</span> is astonishing in performance, picture quality, and ease of use.","HP Pavilion DV9000 <span class=""AS"">Notebook</span> PC","The <span class=""AS"">notebook</span> would not turn back on again.","The Apple MC371LL/A 2.4Ghz 15.4-inch MacBook Pro <span class=""AS"">Notebook</span> is a horrible waste of money.","the apple pro <span class=""AS"">notebook</span> will not let you down.","After 20-30 min the screen of the <span class=""AS"">notebook</span> switched off.","Pro <span class=""AS"">Notebook</span> Computer (Z0J80001) Notebook and has become such an integral part of completing our daily needs and social networking.","I bought this eMachines <span class=""AS"">Notebook</span> PC in January of this year","So, I paid a visit to LG <span class=""AS"">notebook</span> service center at Alexandra Road, hoping they can make the hinge tighter.","I bought this <span class=""AS"">notebook</span> and only had it for 3 months If it is overload with updates the BOOT MGR.","so we got a good deal on hsn for an ascer <span class=""AS"">notebook</span> and we bought it for him."
speakers,speaker,,,"The right <span class=""AS"">speaker</span> did not work.","The <span class=""AS"">speakers</span> on it are useless too.","the 15 inch MacBook Pro has much better <span class=""AS"">speakers</span> on the side of the keyboard.","The <span class=""AS"">speakers</span> could have been better","I guess the only good thing that came out of these were the <span class=""AS"">speakers</span> and the subwoofer.","The <span class=""AS"">speakers</span> are terrible and are probably the cheapest ones I have ever seen in a laptop","and it came back with obvious physical damage (keyboard bulging and <span class=""AS"">speaker</span> grill pressed in),","Returned laptop for a 3rd repair and it came back with previous problems fixed (except for <span class=""AS"">speaker</span> grill) but the unit started locking up during use and eventually would not operate at all."
bunch,,,,"I had to go through a <span class=""AS"">bunch</span> of junk to get them to tell me I needed to send the computer in.","The cool thing about the Mac Book was that I went on my honeymoon and shot a <span class=""AS"">bunch</span> of pictures and movies with my iPhone, then I came back and put them onto my Macbook and made a pretty good DVD movie with all the pictures and videos from my trip.","Looked at HP, ASUS, Acer, Sony and a <span class=""AS"">bunch</span> of other ones but could not find I really liked.","Just a <span class=""AS"">bunch</span> of idiots who's English as a 5th language is forced at best.","So when you do call to complain about the hunk of metal you get the joy of speaking with a <span class=""AS"">bunch</span> of people you cant understand."
computing,,,,"It's a great prodcut to handle basic <span class=""AS"">computing</span> needs.",", it's very lightweight, and the response for the <span class=""AS"">computing</span> she's doing (Internet focused activity: mail, research, etc.) is excellent;","The Mac Mini is probably the simplest example of compact <span class=""AS"">computing</span> out there.","I get a ton of compliments on its size, and speaking as someone who regularly commutes on a bus, I can attest to the fact that this is the perfect size computer if you're restricted to the width of your body for <span class=""AS"">computing</span> room.","I finally own a piece of <span class=""AS"">computing</span> equipment that I don't want to take a baseball bat and destroy.","Good for every day <span class=""AS"">computing</span> and web browsing."
decision,,,,"Instead, I'll focus more on the actual performance and feature set of the hardware itself so you can make an educated <span class=""AS"">decision</span> on which Mac to buy.","It was a hard <span class=""AS"">decision</span> for me since the MacBook Pro looked so appealing.","It is not an easy <span class=""AS"">decision</span> to purchase a used or even good as new laptop but I am very satisfied.","I think that was a great <span class=""AS"">decision</span> to buy"
memory,,,,"It could be a perfect laptop if it would have faster system <span class=""AS"">memory</span> and its radeon 5850 would have DDR5 instead of DDR3.","It has just enough RAM to run smoothly and enough <span class=""AS"">memory</span> to satisfy my needs.","There is hardly any <span class=""AS"">memory</span> on the computer's hard drive.","Have had many higher priced computers crash and burn long before ever got to use all that great <span class=""AS"">memory</span> and speed, etc.","I paid for extra <span class=""AS"">memory</span> and the 17-inch screen, as well as the top of the line DVD and CD burners.","Whenever I call Dell about an unrelated problem, they ask me if my laptop is running slowly and if I'd like to purchase more <span class=""AS"">memory</span> for $75.","The RAM <span class=""AS"">memory</span> is good but should have splurged for 8Mb instead of 4Mb.","The difference is the Toshiba had a lot more <span class=""AS"">memory</span> and hard drive space.","And at one point, they blame me for installing a bad <span class=""AS"">memory</span> stick when I upgrade my memory for the first time during my purchase of the laptop","(I bought the <span class=""AS"">memory</span> stick they recomended).","I upgraded the <span class=""AS"">memory</span> and replaced the base Windows 7 Starter to Win 7 Home, and it runs just fine.","It has enough <span class=""AS"">memory</span> and speed to run my business with all the flexibility that comes with a laptop.","I work in film editing and post production, so I need a laptop that not only has power, but <span class=""AS"">memory</span> and speed as well.","It has a lot of <span class=""AS"">memory</span> and a great battery life.","They should have included more <span class=""AS"">memory</span> on their computers if they knew Vista would run slowly."
colors,color,,,"Its white <span class=""AS"">color</span> is stylish for college students and easy to take to carry and take to classes.","Also stunning <span class=""AS"">colors</span> and speedy","The gray <span class=""AS"">color</span> was a good choice.","Overall, this laptop is definitely a keeper with its simple yet stylish design and its array of fantastic <span class=""AS"">colors</span> to choose from.","The screen is very large and crystal clear with amazing <span class=""AS"">colors</span> and resolution.","It's <span class=""AS"">color</span> is even cool."
track pad,,,,"The <span class=""AS"">track pad</span> is a bit squirrely at times- sometimes too sensitive, and sometimes a bit unresponsive, but it's usable.","The <span class=""AS"">track pad</span> to me is what really stands out though, you can do several different things with it just depending on how many fingers you use on the track pad, awesome thinking Apple!","The operating system and user interface is very intuitive, and the large multi-touch <span class=""AS"">track pad</span> is amazing."
techs,tech,,,"After numerous calls to Applecare <span class=""AS"">tech</span> support, I was directed to send in my computer;","Would like more trendy, high <span class=""AS"">tech</span> features.","The service <span class=""AS"">tech</span> said he had tried to duplicate the damage and wasn't able to recreate it therefore it had to be their defect.","Finally, the biggest problem has been <span class=""AS"">tech</span> support.","Being a <span class=""AS"">tech</span> savvy, APPLE - product loving person, I'm glad I finally got the MacBook Pro!","The <span class=""AS"">tech</span> store I purchased this from sent it back,,,,,eventually","I don't do any high <span class=""AS"">tech</span> stuff on it, just write papers, check mail, and sometimes play games, so I can't reccomend it if you are in the computer field.","I could not find a phone number anywhere to call an actual live person for <span class=""AS"">tech</span> support and had to result the their online chat.","Called <span class=""AS"">tech</span> support and got the usual Acer","I understand I should call Apple <span class=""AS"">Tech</span> Support about any variables(which is my purpose of writing this con) as variables could be a bigger future problem.","The built in camera is very useful when chatting with other <span class=""AS"">techs</span> in remote buildings on our campus.","I agree with the previous comment that ASUS <span class=""AS"">TECH</span> SUPPORT IS HORRIBLE","The <span class=""AS"">tech</span> guy then said the service center does not do 1-to-1 exchange","After having two PC laptops die with in the past 3 years, I was led to the Apple display at Best Buy by the sleek design and promise of less <span class=""AS"">tech</span> issues.","None of the <span class=""AS"">techs</span> at HP knew what they were doing.","But the biggest pain is that <span class=""AS"">tech</span> support is not available 24/7.","It took Toshiba tech support 4 calls and 4 different <span class=""AS"">techs</span> to correct the problem.","It took Toshiba <span class=""AS"">tech</span> support 4 calls and 4 different techs to correct the problem.","I've had to call Apple support to set up my new printer and have had wonderful experiences with helpful, english speaking (from Vancouver) <span class=""AS"">techs</span> that walked me through the processes to help me."
data analysis,,,,"But to be honest, I don't use my computer for anything like graphics editing and complex <span class=""AS"">data analysis</span> and gaming."
display,,,,"Also the <span class=""AS"">display</span> is exceptional!","The reflectiveness of the <span class=""AS"">display</span> is only a minor inconvenience if you work in a controlled-lighting environment like me (I prefer it dark) or if you can crank up the brightness.","The <span class=""AS"">display</span> is beyond horrible.","I was loving this Netbook because it had an amazing screen and <span class=""AS"">display</span> and was small and light, but after 1 week it stopped openning web pages for me (even after installing new browsers) then eventually it just started giving me a blue screen and crashing everytime I booted it.","I hate the <span class=""AS"">display</span> screen and I have done everything I could do the change it.","The <span class=""AS"">display</span> is awesome.","After having two PC laptops die with in the past 3 years, I was led to the Apple <span class=""AS"">display</span> at Best Buy by the sleek design and promise of less tech issues.","I was not aware that this product cannot <span class=""AS"">display</span> websites that contain Flash.","The <span class=""AS"">display</span> on this computer is the best I've seen in a very long time, the battery life is very long and very convienent.","The <span class=""AS"">display</span> is incredibly bright, much brighter than my PowerBook and very crisp."
world,,,,"The technical service for dell is so 3rd <span class=""AS"">world</span> it might as well not even bother.","This purchase opened me to the <span class=""AS"">world</span> of Macbooks, and I am impressed with the intuition of the design, the beauty of the product, and the excellent technological advances associated with it.","The ATI graphics card is a huge plus, definitely a good value if you need to be able to run some slightly older games that a Intel built-in card would have trouble with, such as Half-Life 2 or even <span class=""AS"">World</span> of Warcraft.","I love newegg, I recommend them to the <span class=""AS"">world</span> however this is just unacceptable.","this apple navigates you thru the unexplored <span class=""AS"">world</span> of the internet.","And if you are a game player it works with <span class=""AS"">World</span> Of Warcraft wonderfully."
videos,video,,,"It's great for streaming <span class=""AS"">video</span> and other entertainment uses.","this is my second one and the same problem, bad <span class=""AS"">video</span> card  unreliable overall, this will be my second time returning this laptop back to best buy.","They have developed excellent proprietary software for editing <span class=""AS"">video</span> and pictures","It's also very capable of doing moderate <span class=""AS"">video</span> editing (although you may need the performance boost of the larger MacBook Pros for heavy duty mobile video editing).","Theres also iDVD, a program dedicated to putting all your favorite media together- photos, recordings, <span class=""AS"">video</span> projects into one program so that you can create the perfect memoir for your parents, family, siblings, and any other person important in your life that there may be.","The online tutorial <span class=""AS"">videos</span> make it super easy to learn if you have always used a PC.","The cool thing about the Mac Book was that I went on my honeymoon and shot a bunch of pictures and movies with my iPhone, then I came back and put them onto my Macbook and made a pretty good DVD movie with all the pictures and <span class=""AS"">videos</span> from my trip.","Does a great job with <span class=""AS"">video</span> shot on a Canon 5D MKII.","I can throw anything at it (and I do), Pictures, <span class=""AS"">video</span> editing, schoolwork.","The <span class=""AS"">video</span> chat is the only thing that is iffy about it","Additionally, there is barely a ventilation system in the computer, and even the simple activity of watching <span class=""AS"">videos</span> let alone playing steam games","I work with kids and they love making short <span class=""AS"">videos</span> on there.","Can listen to my music and watch my <span class=""AS"">videos</span> with ease and with a great display.","overall i would recomend this to anybody and tell them that if they want to burn their music or play there <span class=""AS"">video</span> games to buy the cd drive.","my niece and nephew have played a few web games and it runs anything that doesn't require a dedicated <span class=""AS"">video</span> card.","Theres a built in camera with special effects- for <span class=""AS"">video</span> and photography.","The <span class=""AS"">video</span> card is great for media, and above average for gaming, but not a gamers first choice."
alot,,,,"The only thing I dislike is the touchpad, <span class=""AS"">alot</span> of the times its unresponsive and does things I dont want it too, I would recommend using a mouse with it.","I use that <span class=""AS"">alot</span> on my desktop, so I am adjusting to not having it.","It came <span class=""AS"">alot</span> faster than I thought it would have which was really exciting.","Also, I have had <span class=""AS"">alot</span> of trouble with the shift key to go to other lines.","This laptop leaves <span class=""AS"">alot</span> to be desired, I have had it only 5 months and have had to send it away to be repaired twice...","Also, I have had <span class=""AS"">alot</span> of trouble with the keys sticking and will not type correctly."
home use,,,,"A great computer for light <span class=""AS"">home use</span> and business use."
business,,,,"A great computer for light home use and <span class=""AS"">business</span> use.","I have a <span class=""AS"">business</span> website and every time I have to change something I have to go to the public library to use a PC.","I have had several machines over the years, both for personal and <span class=""AS"">business</span> use.","Small enough to use on a long flight, Light enough to carry through airports and powerful enough to replace my desktop while on long <span class=""AS"">business</span> trips.","I have full control at all times of what is going on - there is no control+alt+delete <span class=""AS"">business</span> anymore.","It completely supports my home <span class=""AS"">business</span> and personal life.","I purchased this laptop while on a <span class=""AS"">business</span> trip to keep up with my email.","Which is great I am running Vista <span class=""AS"">Business</span> and scored a 5.X on the index I have never seen a windows machine have a total score in the 5's.","But if you can't make your product last more than a year, you will not get my <span class=""AS"">business</span> again.","Would do <span class=""AS"">business</span> again.","It has enough memory and speed to run my <span class=""AS"">business</span> with all the flexibility that comes with a laptop."
power supply,,,,"and they replaced the awesome ergonomic small lightweight <span class=""AS"">power supply</span> with a power supply that weighed more than the machine itself.","HOW DOES THE <span class=""AS"">POWER SUPPLY</span> NOT WORK!!!","Unless you want to be inconvenienced with a non working <span class=""AS"">power supply</span> which you can't find a replacement for because they made the attachment so small.","Once again, I was told it was the suspicious  <span class=""AS"">power supply</span>  problem.","After 2 months of complaints, Asus finally sent the right <span class=""AS"">power supply</span> to my techies.","My <span class=""AS"">power supply</span> cord developed exposed wires within the first year of ownership, so it was covered by the Applecare warranty plan.","The board has a bad connector with the <span class=""AS"">power supply</span> and shortly after warrenty expires","the <span class=""AS"">power supply</span> will start having issues.","Tech support tells me the latter problem is a <span class=""AS"">power supply</span> problem and have offered to fix it if it happens again."
mac book,,,,"One, owning a mac is essentially a full production studio (in the case of a <span class=""AS"">mac book</span> a portable version).","My review mainly talks about the difference I have felt between an early 2011 and late 2011 <span class=""AS"">mac book</span> pro.","The cool thing about the <span class=""AS"">Mac Book</span> was that I went on my honeymoon and shot a bunch of pictures and movies with my iPhone, then I came back and put them onto my Macbook and made a pretty good DVD movie with all the pictures and videos from my trip.","The <span class=""AS"">Mac Book</span> Pro performs flawlessly.","2nd <span class=""AS"">Mac book</span> I have purchased from MacConnection.","THIS IS MY SECOND <span class=""AS"">MAC BOOK</span> PRO.","D  really the <span class=""AS"">mac book</span> pro is the best laptop specially for students in college if you are not caring about price.","But let me tell you, the <span class=""AS"">mac book</span> pro is so professional.","and I have to say that I really really love my <span class=""AS"">Mac Book</span> Pro.","I bought this <span class=""AS"">Mac book</span> pro along with a new 27"" iMac and while they are still light years more reliable than a PC I have noticed a decline in the reliability of my Mac computers.","I was also informed that the components of the <span class=""AS"">Mac Book</span> were dirty."
ssd,,,,"I am replacing the HD with a Micron <span class=""AS"">SSD</span> soon.","Put a <span class=""AS"">SSD</span> and use a 21"" LED screen, this set up is silky smooth!","I did add a <span class=""AS"">SSD</span> drive and memory","Performance is much much better on the Pro, especially if you install an <span class=""AS"">SSD</span> on it.","I've installed to it additional <span class=""AS"">SSD</span> and 16Gb RAM.","I did swap out the hard drive for a Samsung 830 <span class=""AS"">SSD</span> which I highly recommend."
form,,,,"Awesome <span class=""AS"">form</span> factor, great battery life, wonderful UX.","The Macbook pro's physical <span class=""AS"">form</span> is wonderful.","I like iTunes, the apparent security, the Mini <span class=""AS"">form</span> factor, all the nice graphics stuff.","Using this machine is like a mild <span class=""AS"">form</span> of torture.","I love the <span class=""AS"">form</span> factor."
condition,,,,"but I have to accept the <span class=""AS"">condition</span> after the ""repair"".","Laptop was in new <span class=""AS"">condition</span> and operational, but for the audio problem when 1st sent for repair.","The Like New <span class=""AS"">condition</span> of the iMac MC309LL/A on Amazon is at $900+ level only, and it is a Quad-Core 2.5 GHz CPU (similar to the $799 Mini), with Radeon HD 6750M 512MB graphic card (this mini is integrated Intel 4000 card), and it even comes with wireless Apple Keyboard and Mouse, all put together in neat and nice package.","It is in the best <span class=""AS"">condition</span> and has a really high quality.","in air <span class=""AS"">condition</span> it gets slightly warm......","I sent it to them to fix in perfect <span class=""AS"">condition</span> but for what was wrong with it."
macbooks,,,,"This is the third in a series of <span class=""AS"">MacBooks</span> starting with a Black MacBook.","The <span class=""AS"">Macbooks</span> worth every penny.","In the shop, these <span class=""AS"">MacBooks</span> are encased in a soft rubber enclosure - so you will never know about the razor edge until you buy it, get it home, break the seal and use it","but t looks like the newer <span class=""AS"">macbooks</span> have gotten its current line of graphics cards in order this time around.","Besides being elegant, the <span class=""AS"">MacBooks</span> are durable.","Although the price is higher then Dell laptops, the <span class=""AS"">Macbooks</span> are worth the dough."
video card,,,,"this is my second one and the same problem, bad <span class=""AS"">video card</span>  unreliable overall, this will be my second time returning this laptop back to best buy.","The <span class=""AS"">video card</span> is great for media, and above average for gaming, but not a gamers first choice."
video editing,,,,"It's also very capable of doing moderate <span class=""AS"">video editing</span> (although you may need the performance boost of the larger MacBook Pros for heavy duty mobile video editing)."
job,,,,"ASUS has done an outstanding <span class=""AS"">job</span> of evolving their netbooks, and I would recommend this to anyone who both understands their needs and how netbooks can fit them.","It has everything you need to get the <span class=""AS"">job</span> done.","Does a great <span class=""AS"">job</span> with video shot on a Canon 5D MKII.","Im used to (CS5) but does the <span class=""AS"">job</span> for beginner and even intermediate media designers.","Not a bad laptop, it's a bit slow, but gets the <span class=""AS"">job</span> done."
warrenty,,,,"I actually contact Toshiba before I started having problem and was given run around after I supplied serial number in order to delay me sending in laptop until after <span class=""AS"">warrenty</span> expired.","Still under <span class=""AS"">warrenty</span> so called Toshiba, no help at all.","Purchased a Toshiba Lap top it worked good until just after the <span class=""AS"">warrenty</span> went out.","Toshiba is aware of the issue but unless the extended <span class=""AS"">warrenty</span> is bought Toshiba will do nothing about it.","The store honored their <span class=""AS"">warrenty</span> and made the comment that they don't even recommend the HP brand because of the problems with their warrentys.","I was sorly disapointed to discover that HP (what I thought was a reputable company) wouldn't honor the <span class=""AS"">warrenty</span> when the fan blade fell apart.","The computer continued to give me issues and in Late June it completely died again and I tried to call Acer again to get it fixed and they refused to help me, they said my <span class=""AS"">warrenty</span> was up and hung up on me.","The board has a bad connector with the power supply and shortly after <span class=""AS"">warrenty</span> expires","After the <span class=""AS"">warrenty</span> expired the hard drive went bad and it would have cost more to fix then to replace."
documents,document,,,"The reality was, it heated up very quickly, and took way too long to do simple things, like opening my <span class=""AS"">Documents</span> folder.","Only other thing is that if you are using this for <span class=""AS"">document</span> creation Apple doesnt provide any kind of word processor (such as works for windows), but iwork is cheap compared to office.","In addition, all the design tools on Pages and Keynotes makes it much easier to create professional looking <span class=""AS"">documents</span> and presentations.","All of the programs (Keynote, Pages, Numbers) have an option to save your <span class=""AS"">documents</span> as Microsoft compatible, which really eliminates the need for the actual.","After sending out <span class=""AS"">documents</span> via email and having recipients tell me they could not open the documents or they came through as gibberish, I broke down and spent another $100 to get Microsoft Word for Mac.","A great feature is the spotlight search: one can search for <span class=""AS"">documents</span> by simply typing a keyword, rather than parsing tens of file folders for a document."
piece,,,,"I've haven't had any major problems with the laptop except that the plastic <span class=""AS"">piece</span> that covers the usb port wires have all come off.","She said Wal Mart rants and raves abouy carring Dell because it's a big name but they are a <span class=""AS"">piece</span> of garbage.","only to get another ""HP/Compaq"" <span class=""AS"">piece</span> of crap.","I love this <span class=""AS"">piece</span> of equipment, It will be hard to go back to other type of laptop after using a MacBook Pro.","I found that a tiny plastic <span class=""AS"">piece</span> inside had broken (manuf issue).","I finally own a <span class=""AS"">piece</span> of computing equipment that I don't want to take a baseball bat and destroy.","Congratulations Asus for creating one big <span class=""AS"">piece</span> of dump which is my laptop.","Oh, it is such a great <span class=""AS"">piece</span> of equipment."
w/,,,,"I'm stuck <span class=""AS"">w/</span> a broken computer.","Will not buy another Toshiba, this is my second, not happy <span class=""AS"">w/</span> either."
investment,,,,"The apple MacBook is the best <span class=""AS"">investment</span> that I have ever made.","but you just have to tell yourself it's an <span class=""AS"">investment</span> and that it's gonna last you a long time.","My MacBook is probably the best <span class=""AS"">investment</span> I have ever made."
bucks,buck,,,"I should have spent an extra hundred <span class=""AS"">bucks</span> and got a full sized computer.","you even save big <span class=""AS"">bucks</span> not dishing out any extra to Uncle Sam...","If internet connectivity is important I would recommend going with a dell net book for 50 <span class=""AS"">bucks</span> more, or buy a USB wireless card.","It was truly a great computer costing less than one thousand <span class=""AS"">bucks</span> before tax."
pictures,picture,,,"I do find that my MacBook has a lot more bells and whistles than a normal PC especially if you enjoy technology, downloading <span class=""AS"">pictures</span> and graphic design.","The cool thing about the Mac Book was that I went on my honeymoon and shot a bunch of <span class=""AS"">pictures</span> and movies with my iPhone, then I came back and put them onto my Macbook and made a pretty good DVD movie with all the pictures and videos from my trip.","My daughter uses it for games, email, facebook, <span class=""AS"">pictures</span> and music.","My friend reports the notebook is astonishing in performance, <span class=""AS"">picture</span> quality, and ease of use.","They told me to reprogram the computer, and I didn't need  to do that, and I lost <span class=""AS"">pictures</span> of my oldests first 2 years of her  life.","Iphoto is great for adding <span class=""AS"">pictures</span> right to facebook and other social networking sites.","Clear <span class=""AS"">picture</span> on it and everything."
item,,,,"Was skeptical about buying an electronic <span class=""AS"">item</span> online but it turned out to be a positive experience.","All in all great <span class=""AS"">item</span> highly recommend it.","The <span class=""AS"">item</span> received was exactly as identified.","This <span class=""AS"">item</span> is a beautiful piece, it works well, it is easy to carry and handle.","You can imagine that an expensive <span class=""AS"">item</span> as a laptop will not be left on your front steps, it needs signature to pove that you received it."
sony,,,,"But <span class=""AS"">Sony</span> said we could send it back and be charged for adding the bluetooth an additional seventy something dollars.","My opinion of <span class=""AS"">Sony</span> has been dropping as fast as the stock market, given their horrible support, but this machine just caused another plunge.","When I called <span class=""AS"">Sony</span> the Customer Service was Great.","I bought this MacBook Pro to replace my six-year-old PC (a <span class=""AS"">Sony</span> Vaio), but it was basically no better than my old PC, so I returned it.","They sent out a <span class=""AS"">Sony</span> 'Certified' technician.","Looked at HP, ASUS, Acer, <span class=""AS"">Sony</span> and a bunch of other ones but could not find I really liked.","They said that my computer was covered on an extended warranty, and that products with  extended warranties are taken care of through third parties and not <span class=""AS"">Sony</span> itself anymore.","Back then my entire family was Devoted to the <span class=""AS"">Sony</span> name.","As I soon discovered, though, there is a reason for which similarly-configured <span class=""AS"">Sony</span> and Toshiba machines cost more: they use higher-quality components that are faster, better-configured, and end up lasting a lot longer."
opinion,,,,"My <span class=""AS"">opinion</span> of Sony has been dropping as fast as the stock market, given their horrible support, but this machine just caused another plunge."
appearance,,,,"I am please with the products ease of use; out of the box ready; <span class=""AS"">appearance</span> and functionality.","The black model also has a very nice seamless <span class=""AS"">appearance</span> - one of the better looking notebooks I've seen."
