Term,Alias1,Alias2,Alias3,Example1,Example2,Example3,Example4,Example5,Example6,Example7,Example8,Example9,Example10,Example11,Example12,Example13,Example14,Example15,Example16,Example17,Example18,Example19,Example20
music,,,,"We ate out in the back patio, which is worth it as it's cool and the <span class=""AS"">music</span> is hear well there.","The <span class=""AS"">music</span> which is sometimes a little too heavy for my taste.","After dinner I heard <span class=""AS"">music</span> playing and discovered that there is a lounge downstairs.","If you like your <span class=""AS"">music</span> blasted and the system isnt that great","Ambiance and <span class=""AS"">music</span> funky, which I enjoy.","at night, but it's hard to hear your own conversation with everyone else competing for that same luxury - the <span class=""AS"">music</span> playing in the background is also voluminous.","The <span class=""AS"">music</span> was fascinating, but left room for conversation, and the bartender made superb drinks.","Good, dark atmosphere and the <span class=""AS"">music</span> is a nice touch.","but they have no respect for the residents of the neighborhood ever since they opened their cabaret next door and blasts loud <span class=""AS"">music</span> till three in the morning every weekend during the summer.","We ate out in the back patio, which is worth it as it's cool and the <span class=""AS"">music</span> is hear well there.","Its dark, and cozy.. there is always jazz <span class=""AS"">music</span> playing when we go.","Good atmosphere, combination of all the hottest <span class=""AS"">music</span> dress code is relatively strict except on Fridays.","The dining room is quietly elegant with no <span class=""AS"">music</span> to shout over -- how refreshing!","The dining room is quietly elegant with no <span class=""AS"">music</span> to shout over -- how refreshing!","The <span class=""AS"">music</span> does get a little loud at times, but it just made me want to lean closer to my beautiful wife, and as I did, I got a whiff of corriander."
town,,,,"It was the first place we ate on our first trip to New York, and it will be the last place we stop as we head out of <span class=""AS"">town</span> on our next trip to New York.","I stumbled upon this second floor walk-up two Fridays ago when I was with two friends in <span class=""AS"">town</span> from L.A. Being serious sushi lovers, we sat at the sushi bar to be closer to the action.","IT is the best deal in <span class=""AS"">town</span> for a Monday night dinner at a fine restaurant.","Its a go-to for dates as well as entertaining out of <span class=""AS"">town</span> guests.","Unlike HH up the block, this place actually gives you hearty and hot bagels this <span class=""AS"">town</span> is known for.","In such a crappy part of <span class=""AS"">town</span> to find a good value for lunch, this place is great."
suan,,,,"Its location is good and the fact that Hutner College is near and their prices are very reasonable, makes students go back to <span class=""AS"">Suan</span> again and again.","Its location is good and the fact that Hutner College is near and their prices are very reasonable, makes students go back to <span class=""AS"">Suan</span> again and again.","I will go back to <span class=""AS"">Suan</span> soon!","I recently tried <span class=""AS"">Suan</span> and I thought that it was great.","I recently tried <span class=""AS"">Suan</span> and I thought that it was great.","I was in love with Pongsri on 48th, but compared to <span class=""AS"">Suan</span> it is slow in service and overpriced."
beer,,,,"There was no tap <span class=""AS"">beer</span> that evening, which was a disappointment.","Not much of a selection of bottled <span class=""AS"">beer</span> either, we went with Brahma.","I am a 100 lb girl, had a glass of wine and a glass of <span class=""AS"">beer</span> prior to the dinner, and I was still HUNGRY after my visit to this place!","I liked the <span class=""AS"">beer</span> selection!","The Pastrami sandwich was like buttah and with pickles and an icy cold <span class=""AS"">beer</span> to wash it down, it was a pleasurable experience.","instead ordered an ice cold <span class=""AS"">beer</span> which to me works with indian.","What a difference, the service was very comforting and the food was better than average, but what really standed out was such a dynamic and extensive <span class=""AS"">beer</span> list.","instead ordered an ice cold <span class=""AS"">beer</span> which to me works with indian.","There was a great deal for 6 Blue Point oysters and a <span class=""AS"">beer</span> or glass of wine for $8!","Ummm...the <span class=""AS"">beer</span> was cold.","I started out with a Bombay <span class=""AS"">beer</span> which was big enough for two.","Great <span class=""AS"">beer</span> selection too, something like 50 beers.","Only wine and <span class=""AS"">beer</span> are served, but the house varities are actually quite good."
waitresses,waitress,,,"Last time I went here, the <span class=""AS"">waitress</span> didn't come back after taking our order.","The hostess and the <span class=""AS"">waitress</span> were incredibly rude and did everything they could to rush us out.","But when you are seated the <span class=""AS"">waitresses</span> are great, they explain everything on the menu, and the price of the food is really cheap for the service you get.","So I decide to report back to the <span class=""AS"">waitress</span> because it was completely inedible.","The <span class=""AS"">waitress</span> was not attentive at all.","The <span class=""AS"">waitress</span> came to check in on us every few minutes, and began to clear the plates while half of us were still eating (a big pet peeve of mine that happens almost everywhere, so I try to ignore it).","We couldn't carry our conversation as we were routinely interrupted by <span class=""AS"">waitress</span> and servants asking us to order and hinting that we're taking too much time -- amazing, we just sat down.","I asked for a menu and the same <span class=""AS"">waitress</span> looked at my like I was insane.","The <span class=""AS"">waitress</span> appeared and asked us if we wanted to go ahead and order.","The <span class=""AS"">waitress</span> moved our table practically into the bathroom and when we asked to cancel our dinner orders because we did not want to eat sitting on the toilet, we were told no...","The only weird thing was if we got a bottle, the <span class=""AS"">waitress</span> would have simply multiplied the glass price X4, which makes no sense whatsoever.","We were planning to get dessert but the <span class=""AS"">waitress</span> basically through the bill at us before we had a chance to order.","The <span class=""AS"">waitress</span> remembers me and is very friendly, she knows what my regular is and that's the fried mini buns with the condensed milk and the assorted fruits on beancurd.","The <span class=""AS"">waitress</span> was very patient with us and the food is phenomenal!","Every <span class=""AS"">waitress</span> and customer who passed by me bumped into my chair.","Our <span class=""AS"">waitress</span> wasn't mean, but not especially warm or attentive either.","The <span class=""AS"">waitresses</span> are nice--also you can just get counter service sit.","The <span class=""AS"">waitress</span> was very patient with us and the food is phenomenal!","Again, the <span class=""AS"">waitress</span> was awesome.","The hostess and the <span class=""AS"">waitress</span> were incredibly rude and did everything they could to rush us out."
sum,,,,"We saw them heating up at least one frozen item though I'm not sure which dim <span class=""AS"">sum</span> dish it was.","Good, because hey, it's more food, but bad because dim <span class=""AS"">sum</span> is supposed to be smaller portions so you can try out more dishes and smaller so that each dish is cheap.","I got the $10 10-piece dim <span class=""AS"">sum</span> combo, every bite of which was great.","The dim <span class=""AS"">sum</span> is delectable while the prices are quite easy on the wallet.","From the appetizers we ate, the dim <span class=""AS"">sum</span> and other variety of foods, it was impossible to criticize the food.","To <span class=""AS"">sum</span> it up: Service varies from good to mediorce, depending on which waiter you get; generally it is just average Ok.","The dim <span class=""AS"">sum</span> is ok but doesn't taste that fresh, and the little dishes don't look steamy hot as they should (also note lack of Chinese here)."
midtown,,,,"All in all, this <span class=""AS"">midtown</span> gem instantly became one of my favorite sushi restaurants in the city.","The service was attentive, yet unimposing, the food was far better than many notorious restaurants in <span class=""AS"">Midtown</span> and the wine list is extensive and well priced.","There are many french bistros in the <span class=""AS"">midtown</span> area, and I wholheartedly recommend this one.","Really Lovely dining experience in the midst of buzzing <span class=""AS"">midtown</span> area.","All in all, this <span class=""AS"">midtown</span> gem instantly became one of my favorite sushi restaurants in the city.","The food is above average for <span class=""AS"">midtown</span> and sligtly better than some of the other Heartland Breweries in the city.","The Black Sheep distinguishes itself from the <span class=""AS"">Midtown</span> pub herd with a look that's a mix of sports-bar butch and ornate kitsch."
ingredients,ingredient,,,"Quality <span class=""AS"">ingredients</span> preparation all around, and a very fair price for NYC.","The <span class=""AS"">ingredients</span> taste fresher, the crust is thinner and crispier, the slice is less oily, and it's never burnt like it occasionally is at Joe's.","They did not have mayonnaise, forgot our toast, left out <span class=""AS"">ingredients</span> (ie cheese in an omelet), below hot temperatures and the bacon was so over cooked it crumbled on the plate when you touched it.","Overall, the <span class=""AS"">ingredients</span> and technique are there","The combination of super-fresh <span class=""AS"">ingredients</span> in the dishes are unusual but really delicious.","Fresh <span class=""AS"">ingredients</span> and everything is made to order.","Dip the <span class=""AS"">ingredients</span> in with your chopsticks, swirl them around, and eat.","The crust is thin, the <span class=""AS"">ingredients</span> are fresh and the staff is friendly.","Fresh <span class=""AS"">ingredients</span> and everything is made to order."
something,,,,"Not only was the sushi fresh, they also served other entrees allowed each guest <span class=""AS"">something</span> to choose from and we all left happy (try the duck!","Definitely <span class=""AS"">something</span> to come down and check out.","The restaurant is a bit noisy but that is <span class=""AS"">something</span> that can be overlooked once you sit down and enjoy a great meal","They have a very diverse menu so its <span class=""AS"">something</span> for everybody.","We went to celebrate two birthdays and wanted to do <span class=""AS"">something</span> special and different.","If you want <span class=""AS"">something</span> really different than try Jekyll and Hyde.","But if you're prepared to spend some $ and remember to ask if <span class=""AS"">something</span> they offer is complimentary, then this is the place to go for Indian food","Two people in our party felt like <span class=""AS"">something</span> else, and Volare immediately obliged with two great dishes that were not in their regular menu.","There's <span class=""AS"">something</span> smooth about sipping sake upper east side style.","However, there is just <span class=""AS"">something</span> so great about being outdoors, in great landscaping, enjoying a casual drink that makes going to this place worthwhile.","The overall price tag was very very expensive, <span class=""AS"">something</span> I did expect.","If you want <span class=""AS"">something</span> really different than try Jekyll and Hyde.","Oh right, I should probably say <span class=""AS"">something</span> nice.","THE BEST PLACE TO BRING KIDS OR ANY FRIENDS WHO WANT TO DO <span class=""AS"">SOMETHING</span> DIFFERENT.","The restaurant is a bit noisy but that is <span class=""AS"">something</span> that can be overlooked once you sit down and enjoy a great meal","Frankly, the chinese food here is <span class=""AS"">something</span> I can make better at home.","It takes forever to get a drink and they almost always forget to bring <span class=""AS"">something</span> (although they dont forget to charge you for it.","their brunch menu had <span class=""AS"">something</span> for everyone.","Great beer selection too, <span class=""AS"">something</span> like 50 beers.","There is <span class=""AS"">something</span> about their atmosphere that makes me come back nearly every week."
day,,,,"I had my eyes on this place, promising myself I will one <span class=""AS"">day</span> 'give it a try.'","I lived on 50th st, and wanted Indian one <span class=""AS"">day</span> so decided to check this place out.","I CAN EAT HERE EVERY <span class=""AS"">DAY</span> OF THE WEEK REALLY LOL LOVE THIS PLACE ...)","My friends settled for rice dishes, but we came back the following <span class=""AS"">day</span> to try the dim sum, which was good...not outstanding, but good.","You must try Odessa stew or Rabbit stew; salads-all good; and kompot is soo refreshing during the hot summer <span class=""AS"">day</span> (they make it the way my mom does, reminds me of home a lot).","great toppings definitely a place you need to check out for late night munchies or a mid <span class=""AS"">day</span> boost!","On a hot <span class=""AS"">day</span> it was fabulous to stop in and enjoy lunch.","this place... we stumbled upon it on labor <span class=""AS"">day</span> weekend.","Food was good and the view of the new york city skiline was terrific even on a foggy rainy <span class=""AS"">day</span> like that of when I went.","I went to DF for Valentines <span class=""AS"">Day</span> dinner.","As a student in NYU i need a place to eat after a hard <span class=""AS"">day</span> of work","Went on a 3 <span class=""AS"">day</span> oyster binge, with Fish bringing up the closing, and I am so glad this was the place it O trip ended, because it was so great!","On a hot <span class=""AS"">day</span> it was fabulous to stop in and enjoy lunch.","i went in one <span class=""AS"">day</span> asking for a table for a group and was greeted by a very rude hostess.","Delicious food at a great price but do not go here on a cold <span class=""AS"">day</span> and sit by the front door.","good place to hang out during the <span class=""AS"">day</span> after shopping or to grab a simple soup or classic french dish over a glass of wine.","first <span class=""AS"">day</span> the manager offerd us the margherita pizza adn we said yes.","Food was good and the view of the new york city skiline was terrific even on a foggy rainy <span class=""AS"">day</span> like that of when I went.","We live in the neighborhood and have been going there twice a week since the <span class=""AS"">day</span> they first opened.","The service varys from <span class=""AS"">day</span> to day-"
bartender,,,,"Raymond the <span class=""AS"">bartender</span> rocks!","The only thing that my friend left out is that when we sat down at the bar the <span class=""AS"">bartender</span> disappeared.","Well, it happened because of a graceless manager and a rude <span class=""AS"">bartender</span> who had us waiting 20 minutes for drinks, and then tells us to chill out.","Would you ever believe that when you complain about over an hour wait, when they tell you it will be 20-30 minutes, the manager tells the <span class=""AS"">bartender</span> to spill the drinks you just paid for?","said the <span class=""AS"">bartender</span> took it.","And Kruno, the beverage manager is the best <span class=""AS"">bartender</span> I have yet to come across.","The music was fascinating, but left room for conversation, and the <span class=""AS"">bartender</span> made superb drinks.","Ask for Usha, the nicest <span class=""AS"">bartender</span> in manhattan.","Meanwhile, the <span class=""AS"">bartender</span> continued to pour champagne from his reserve after we had finished our bottle and we enjoyed an amuse of turnip soup with pureed basil, gratis.","Sweet Irish <span class=""AS"">bartender</span> is always happy and able to bring a smile to my friends a my face.","So we sat at the bar, the <span class=""AS"">bartender</span> didn't seem like he wanted to be there.","Mine tasted like the <span class=""AS"">bartender</span> had forgotten to add the tequila."
wife,,,,"My <span class=""AS"">wife</span> and I were in NYC celebrating our 30th anniversary.","My <span class=""AS"">wife</span> had the fried shrimp which are huge and loved it.","My <span class=""AS"">wife</span> and I visited Dokebi tonight.","My <span class=""AS"">wife</span> and I recently visited the bistro for dinner and had a wonderful experience.","My <span class=""AS"">wife</span> had barely touched that mess of a dish.","My <span class=""AS"">wife</span> had the fried shrimp which are huge and loved it.","His <span class=""AS"">wife</span> Tanya, the hostess, completes the comforting atmosphere by being delightfully warm and gracious.","My <span class=""AS"">wife</span> and I also enjoyed the spinach, the Shanghai low mein, and other attractions.","Enjoyed a very nice Caesar Salad while my <span class=""AS"">wife</span> had arugula and goat cheese....both very tasty.","The <span class=""AS"">wife</span> had the risotto which was amazing.","But the thing that my <span class=""AS"">wife</span> and I hated was it was so loud and it felt like 'bar' or 'pub'.","my <span class=""AS"">wife</span> and i have been going to nyc for years and wouldn't miss roxy,s food is expensive","My <span class=""AS"">wife</span> and I went to Water's Edge for a romantic dinner.","My <span class=""AS"">wife</span> and I ate here earlier this week and have not stopped ranting and raving about the food.","Went there with my <span class=""AS"">wife</span> and we had to wait for a table even though you could see there many that were empty with not reservation sigh on them.","My <span class=""AS"">wife</span> and I went to Orsay for Valentine's dinner.","Went there with my <span class=""AS"">wife</span> and we had to wait for a table even though you could see there many that were empty with not reservation sigh on them.","I ordered tamarind duck and my <span class=""AS"">wife</span> ordered noodles with ground beef, and we were both delighted by the way the dishes evoked Thai flavors in unexpected ways."
shrimp,,,,"My wife had the fried <span class=""AS"">shrimp</span> which are huge and loved it.","The food is great, I love their dumplings, cold sesame noodles, chicken and <span class=""AS"">shrimp</span> dishs.","i had a delicious <span class=""AS"">shrimp</span> creole.","The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole <span class=""AS"">shrimp</span> to the amazing pistachio ice cream (the best and freshest I've ever had).","My wife had the fried <span class=""AS"">shrimp</span> which are huge and loved it.","The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole <span class=""AS"">shrimp</span> to the amazing pistachio ice cream (the best and freshest I've ever had).","The spicy tuna roll was unusually good and the rock <span class=""AS"">shrimp</span> tempura was awesome, great appetizer to share!","I LOVE their Thai noodles with <span class=""AS"">shrimp</span> and chicken and coconut juice is the MUST!","You must try the <span class=""AS"">shrimp</span> appetizers.","The <span class=""AS"">shrimp</span> scampi was excellent and the antipasti were plentiful.","For appetizers, I recommend the <span class=""AS"">shrimp</span> fritters and dumplings.","The <span class=""AS"">shrimp</span> scampi was excellent and the antipasti were plentiful.","I believe there were 2 <span class=""AS"">shrimp</span> in the ""salt encrusted shrimp"" appetizer.","Stick to the items the place does best, brisket, ribs, wings, cajun <span class=""AS"">shrimp</span> is good, not great.","try the spicy <span class=""AS"">shrimp</span> appetizer (again, not the greatest value in the world but worth the price) and the lamb vindaloo is great.","I fell in love with the egg noodles in the beef broth with <span class=""AS"">shrimp</span> dumplings and slices of BBQ roast pork.","You must try the <span class=""AS"">shrimp</span> appetizers.","I ate clams oreganta and spectacular salad with perfectly marinated cucumbers and tomatoes with lots of <span class=""AS"">shrimp</span> and basil."
occasion,,,,"No doubt the next time we want to go out for a special <span class=""AS"">occasion</span> or are entertaining guests from out of town, Spirit and Bateaux will be our destination.","I'd highly recommend it for a special <span class=""AS"">occasion</span> -- it provides and intimate setting and nice service.","Definitely a great spot for a nice <span class=""AS"">occasion</span> or date.","i have eaten here on a different <span class=""AS"">occasion</span> - the food is mediocre for the prices.","I completely recommend Casa La Femme for any special <span class=""AS"">occasion</span> and to REALLY impress your date.","Once you try it for a special <span class=""AS"">occasion</span> beware.. you can't stop!","Definitely a great spot for a nice <span class=""AS"">occasion</span> or date.","I'd highly recommend it for a special <span class=""AS"">occasion</span> -- it provides and intimate setting and nice service."
dogs,dog,,,"You want to have a real hot <span class=""AS"">dog</span> in Brooklyn?","Taking Hot <span class=""AS"">Dogs</span> to the next level","Try the hot <span class=""AS"">dogs</span> too, they're snappy and delicious.","the hot <span class=""AS"">dogs</span> were juicy and tender inside and had plenty of crunch and snap on the outside.","i dont know what some people who rave about this hot <span class=""AS"">dog</span> are talking about.","At first glance this place seems a bit pricey for a hot <span class=""AS"">dog</span> joint, but at Bark you don't just get your average hot dog.","Best hot <span class=""AS"">dogs</span> in the tri-state area.","The hot <span class=""AS"">dogs</span> were cold in the middle and the buns were stale.","One of the best hot <span class=""AS"">dogs</span> I have ever eaten.","amazing fun for hot <span class=""AS"">dog</span> lovers of all ages PLEASE do yourself a favor and check this place out!!!!","The hot <span class=""AS"">dogs</span> are top notch, and they're Slamwich","amazing fresh <span class=""AS"">dogs</span> but best of all endless toppings!!!","The hot <span class=""AS"">dogs</span> are good, yes, but the reason to get over here is the fantastic pork croquette sandwich, perfect on its supermarket squishy bun."
addition,,,,"Chinese Desserts are known for healthful benefits in <span class=""AS"">addition</span> to the sweetness.","Culinaria is a welcome <span class=""AS"">addition</span> to the Garment district- far better than any restaurant in the area.","A great <span class=""AS"">addition</span> to Smith Street: finally, a place that's not pretentious and filled with women wearing Ugg boots.","Another welcome <span class=""AS"">addition</span> to the neighborhood.","Pizzas were excellent in <span class=""AS"">addition</span> to appetizers and main courses."
deal,,,,"Coffee is a better <span class=""AS"">deal</span> than overpriced Cosi sandwiches.","The all you can eat <span class=""AS"">deal</span> is truly amazing here.","If I wanted to <span class=""AS"">deal</span> with a crappy scene and annoying customers I'd go out in Manhattan.","overall, a solid restaurant and at less than $40pp (including wine), a solid <span class=""AS"">deal</span> as well.","My party had the BBE $29 fixe prix menu, which was such a wonderful <span class=""AS"">deal</span> since it also came with a flight of sake!","We took advanatage of the half price sushi <span class=""AS"">deal</span> on saturday so it was well worth it.","While this can hardly be called a restaurant, it is possibly the best <span class=""AS"">deal</span> in Manhatten: $4 for a plate heaped with rice and 2-3 entrees.","There was a great <span class=""AS"">deal</span> for 6 Blue Point oysters and a beer or glass of wine for $8!","We took advanatage of the half price sushi <span class=""AS"">deal</span> on saturday so it was well worth it.","IT is the best <span class=""AS"">deal</span> in town for a Monday night dinner at a fine restaurant.","A narrow corridor leads to a tiny space where there are three tiny white tiled counters, a great <span class=""AS"">deal</span> of mess (stacks of bottles, cans) and a small counter holding 12-14 entrees.","While it's not Nobu, it sure is a great <span class=""AS"">deal</span> and you definitely will leave feeling satisfied and full.","While it's not Nobu, it sure is a great <span class=""AS"">deal</span> and you definitely will leave feeling satisfied and full."
factor,,,,"To be completely fair, the only redeeming <span class=""AS"">factor</span> was the food, which was above average, but couldn't make up for all the other deficiencies of Teodora.","To be completely fair, the only redeeming <span class=""AS"">factor</span> was the food, which was above average, but couldn't make up for all the other deficiencies of Teodora."
part,,,,"Over time, the food quality has decreased substantially, it is a lot less crowded than it used to, and the service must definitely be <span class=""AS"">part</span> of the reason.","In any event, this is a place I'll be sure to stop by again when I'm in this <span class=""AS"">part</span> of town.","I said that as someone who has worked in restaurants since the age of fifteen I was expecting at least a minimal effort on the <span class=""AS"">part</span> of the restaurant to amend the situation.","The wait staff is pleasant, fun, and for the most <span class=""AS"">part</span> gorgeous (in the wonderful aesthetic beautification way, not in that she's-way-cuter-than-me-that","In any event, this is a place I'll be sure to stop by again when I'm in this <span class=""AS"">part</span> of town.","We asked for sides which the waiter than admitted that he forgot to put in that <span class=""AS"">part</span> of our order.","But the best <span class=""AS"">part</span> about LS is the late night atmosphere, delightfully free of the BTs.","Admittedly some nights inside the restaurant were rather warm, but the open kitchen is <span class=""AS"">part</span> of the charm.","The best <span class=""AS"">part</span> of the experience was knowing that the manager (a bubbly, friendly young woman with a great smile) truly cared about how we were doing.","Everyone treats you like you were <span class=""AS"">part</span> of the family.","The wait staff is pleasant, fun, and for the most <span class=""AS"">part</span> gorgeous (in the wonderful aesthetic beautification way, not in that she's-way-cuter-than-me-that","The decoration was feeling like we was on the Cairo, actually the street is <span class=""AS"">part</span> of that adventure.","We didn't look like the other patrons in there so unfortunately I think that may have been <span class=""AS"">part</span> of the problem.","But the best <span class=""AS"">part</span> about LS is the late night atmosphere, delightfully free of the BTs.","This place is really trendi but they have forgotten about the most important <span class=""AS"">part</span> of a  restaurant, the food.","Okay-i don't mind the oily <span class=""AS"">part</span> (cause most are cooked that way) but it was way too bland.","Admittedly some nights inside the restaurant were rather warm, but the open kitchen is <span class=""AS"">part</span> of the charm.","Okay-i don't mind the oily <span class=""AS"">part</span> (cause most are cooked that way) but it was way too bland.","In such a crappy <span class=""AS"">part</span> of town to find a good value for lunch, this place is great.","Kenny the owner is always there and he treats my family like we are <span class=""AS"">part</span> of his family."
guy,,,,"Delivery <span class=""AS"">guy</span> sometimes get upset if you don't tip more than 10%.","Same owner as the <span class=""AS"">guy</span> who owns Typhoon, which is just down the street on St. Marks and 1st Ave.","This is a twenty-something <span class=""AS"">guy</span> that doesn't mind laying down $300 for a fine and delicious meal for 2 on special occassions.","This <span class=""AS"">guy</span> refused to seat her and she left, followed shortly by the four of us, but not before I told him that in my 40 years of world travel, including Paris, that I had never seen such a display of bad behavior by a frontman in a restaurant.","Same owner as the <span class=""AS"">guy</span> who owns Typhoon, which is just down the street on St. Marks and 1st Ave.","The main downside to the place is the nazi-like <span class=""AS"">guy</span> running it who constantly complains about the noise level."
water,,,,"We were offered <span class=""AS"">water</span> for the table but were not told the Voss bottles of water were $8 a piece.","Although they do the typical what kind of <span class=""AS"">water</span> would you like questions the service was good and overall very relaxing to place to eat.","The mussaman curry that I ordered was as thin as <span class=""AS"">water</span> and aside from the poorly fried tofu that I ordered in it, they graciously provided me with ONE piece of poorly cooked potato.","It took them 15 minutes to put <span class=""AS"">water</span> in our glasses.","The only beverage we did receive was <span class=""AS"">water</span> in dirty glasses!","would have rather tried terrace in the sky or <span class=""AS"">water</span> club for that price","It might have been a little too spicy for my friend, which you can couteract with eat more rice and keeping <span class=""AS"">water</span> on hand.","My mouth starts to <span class=""AS"">water</span> merely thinking about the delight that is this restaurant.","Although they do the typical what kind of <span class=""AS"">water</span> would you like questions the service was good and overall very relaxing to place to eat.","Each table has a pot of boiling <span class=""AS"">water</span> sunken into its surface, and you get platters of thin sliced meats, various vegetables, and rice and glass noodles.","The waiter actually poured <span class=""AS"">water</span> on my hand and walked away."
dining,,,,"but I feel obligated...while sitting at the sushi bar <span class=""AS"">dining</span> we watched the chef accidentally drop a piece of Unagi on the floor and upon retrieving it from the floor","This was the worst <span class=""AS"">dining</span> experience I've ever had.","Over the years, it has always provided a pleasurable <span class=""AS"">dining</span> experience with quality food and wine.","We would like to thank Marcelo and Grace for a wonderful <span class=""AS"">dining</span> experience!!!","We were wondering why they were there to make our <span class=""AS"">dining</span> experience miserable?","Great food, great drinks, nice <span class=""AS"">dining</span> atmosphere.","Casa La Femme is to middle eastern <span class=""AS"">dining</span> what Chuckie Cheeze is to italian.","I agree that <span class=""AS"">dining</span> at Casa La Femme is like no other dining experience!","I would highly recommend this place to anyone who is looking for a fine Indian <span class=""AS"">dining</span> experience that is definitely a value for your dollar.","fine <span class=""AS"">dining</span> restaurant quality.","I got the opportunity to dine at your establishment again a few weeks ago, I was in your upstrairs <span class=""AS"">dining</span> area.","Really Lovely <span class=""AS"">dining</span> experience in the midst of buzzing midtown area.","For me dishes a little oily, but overall <span class=""AS"">dining</span> experience good.","Go here for a romantic dinner but not for an all out wow <span class=""AS"">dining</span> experience.","You can certainly find restaurants that offer a superior fine <span class=""AS"">dining</span> experience, but for superb food at reasonable prices, La Villa can't be beat.","The entire <span class=""AS"">dining</span> experience was wonderful!","When you're sitting in their main <span class=""AS"">dining</span> room (which has a spectacular, hand-painted high ceiling) you'd never know there was a world outside.","Go here for a romantic dinner but not for an all out wow <span class=""AS"">dining</span> experience.","Warm, comfortable surroundings, nice appointments (witness the etched glass and brickwork separating the <span class=""AS"">dining</span> rooms).","after <span class=""AS"">dining</span> at B.O.G over twenty times now, its official !"
dining experience,,,,"This was the worst <span class=""AS"">dining experience</span> I've ever had.","Over the years, it has always provided a pleasurable <span class=""AS"">dining experience</span> with quality food and wine.","We were wondering why they were there to make our <span class=""AS"">dining experience</span> miserable?","I would highly recommend this place to anyone who is looking for a fine Indian <span class=""AS"">dining experience</span> that is definitely a value for your dollar.","Really Lovely <span class=""AS"">dining experience</span> in the midst of buzzing midtown area.","For me dishes a little oily, but overall <span class=""AS"">dining experience</span> good.","The entire <span class=""AS"">dining experience</span> was wonderful!"
party,,,,"Two people in our <span class=""AS"">party</span> felt like something else, and Volare immediately obliged with two great dishes that were not in their regular menu.","My <span class=""AS"">party</span> had the BBE $29 fixe prix menu, which was such a wonderful deal since it also came with a flight of sake!","Just because P Diddy had a <span class=""AS"">party</span> at Butter doesn't mean we should be automatically impressed.","After being told that our <span class=""AS"">party</span> of three would be seated in 10 minutes and watching other parties (multiples of 2 and higher) seated for 40 minutes, the three of us were squished into a small 2-person table.","We had a <span class=""AS"">party</span> in their private room and they made it truly memorable and were very helpful in the planning.","We bring in a <span class=""AS"">party</span> of ten or so every week.","The brioche and lollies as <span class=""AS"">party</span> favors is a cute and sweet touch to a most memorable meal.","We had our Christmas <span class=""AS"">party</span> at Dos Caminos and it was wonderful.","If you're lucky and there's not a private <span class=""AS"">party</span> going on back there, you'll get a chance to really chill out.","The brioche and lollies as <span class=""AS"">party</span> favors is a cute and sweet touch to a most memorable meal.","I was with a <span class=""AS"">party</span> of 7 (close but not next the the front doors) and we were eating with our coats on."
saturday night,,,,"we came here on a crowded <span class=""AS"">saturday night</span> and were seated right away despite being 15 minutes late for our reservation.","I wasn't there for the Half-Price <span class=""AS"">Saturday Night</span> Special, but Tuesday Night.","We were fans of the half-price <span class=""AS"">Saturday night</span> option until some inedible squid during a recent visit."
afternoon,,,,"I went there in late <span class=""AS"">afternoon</span> for some bite size food and refleshment with my date.","I went to Areo on a Sunday <span class=""AS"">afternoon</span> with four of my girlfriends, and spent three enjoyable hours there.","This was the perfect quiet, relaxing, and delicious accompaniment to our <span class=""AS"">afternoon</span> of theater.","I have eaten here several times before attending an <span class=""AS"">afternoon</span> performance.","This was the perfect quiet, relaxing, and delicious accompaniment to our <span class=""AS"">afternoon</span> of theater.","I went to Areo on a Sunday <span class=""AS"">afternoon</span> with four of my girlfriends, and spent three enjoyable hours there."
mix,,,,"The bruscetta is a bit soggy, but the salads were fresh, included a nice <span class=""AS"">mix</span> of greens (not iceberg) all dishes are served piping hot from the kitchen.","We are very particular about sushi and were both please with every choice which included: ceviche <span class=""AS"">mix</span> (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.","Aside from the bearded, courdoroy blazer professor type with the NYU student he's sleeping with that week, you see a strange <span class=""AS"">mix</span> of hipsters, frat boys, Will Smith types who need to be told they are black, bitter cougars who cant understand why they arent married yet....","A plus was the good <span class=""AS"">mix</span> of people in their twenties that provided for great eye-candy while I was there.","Barbecued codfish was gorgeously moist - as if poached - yet the fabulous texture was let down by curiously bland seasoning - a spice rub might have overwhelmed, however herb <span class=""AS"">mix</span> or other sauce would have done much to enhance.","A <span class=""AS"">mix</span> of students and area residents crowd into this narrow, barely there space for its quick, tasty treats at dirt-cheap prices.","The Black Sheep distinguishes itself from the Midtown pub herd with a look that's a <span class=""AS"">mix</span> of sports-bar butch and ornate kitsch."
notch,,,,"The bread is top <span class=""AS"">notch</span> as well.","Wish NY had more of these kind of places: intimate, superb food, homey, top <span class=""AS"">notch</span> all the way around, certainly worth the wait.","they bring service up a <span class=""AS"">notch</span> by offerng complementary amuse bouche to all tables and gave us a small dessert for our celebration."
