Term,Alias1,Alias2,Alias3,Example1,Example2,Example3,Example4,Example5,Example6,Example7,Example8,Example9,Example10,Example11,Example12,Example13,Example14,Example15,Example16,Example17,Example18,Example19,Example20
rice,,,,"The fish was not fresh and the <span class=""AS"">rice</span> tasted old and stale.","Ive asked a cart attendant for a lotus leaf wrapped <span class=""AS"">rice</span> and she replied back rice and just walked away.","Half a chicken with a mountain of <span class=""AS"">rice</span> and beans for $6.25.","Ive asked a cart attendant for a lotus leaf wrapped <span class=""AS"">rice</span> and she replied back rice and just walked away.","The <span class=""AS"">rice</span> was poor quality and was cooked so badly it was hard.","While this can hardly be called a restaurant, it is possibly the best deal in Manhatten: $4 for a plate heaped with <span class=""AS"">rice</span> and 2-3 entrees.","Each table has a pot of boiling water sunken into its surface, and you get platters of thin sliced meats, various vegetables, and <span class=""AS"">rice</span> and glass noodles.","The <span class=""AS"">rice</span> to fish ration was also good--they didn't try to overpack the rice.","I also recommend the <span class=""AS"">rice</span> dishes or the different varieties of congee (rice porridge).","Best drumsticks over <span class=""AS"">rice</span> and sour spicy soup in town!","Best drumsticks over <span class=""AS"">rice</span> and sour spicy soup in town!","I really liked the noodle dishes at <span class=""AS"">Rice</span> Avenue compared to their Green Curry dish.","If you want some roast duck, pork or chicken on <span class=""AS"">rice</span> with ginger, try them out!","Furthermore, the <span class=""AS"">rice</span> had no seasoning, so the sushi was bland and disgusting.","It might have been a little too spicy for my friend, which you can couteract with eat more <span class=""AS"">rice</span> and keeping water on hand.","I keep my fingers crossed the whole subway ride hoping that there will be a table I can sit at by myself and not have to share with the <span class=""AS"">rice</span> congee soup people.","A Thai restaurant out of <span class=""AS"">rice</span> during dinner?","The fish was not fresh and the <span class=""AS"">rice</span> tasted old and stale.","Have never had a problem with service save a missing <span class=""AS"">rice</span> once.","-RESULT - WE HAD LARGE CHUNKS OF BURNT <span class=""AS"">RICE</span> IN OUR SERVING BOWL."
ambience,,,,"Service was also horrible and the <span class=""AS"">ambience</span> is not that great.","The <span class=""AS"">ambience</span> was so fun, and the prices were great, on top of the fact that the food was really tasty.","The <span class=""AS"">ambience</span> is pretty and nice for conversation, so a casual lunch here would probably be best.","I highly recommend Cafe St. Bart's for their food, the <span class=""AS"">ambience</span> and wonderful service.","This place has the the correct <span class=""AS"">ambience</span> and an excellent staff to make you feel like a guest and a friend at the same time.","The prices and <span class=""AS"">ambience</span> are especially great considering it's in the West Village.","The food was below average, the service was pathetic, there was no <span class=""AS"">ambience</span> at all.","The <span class=""AS"">ambience</span> was nice, but service wasn't so great.","The service is good and <span class=""AS"">ambience</span> is good for a date or group outing.","The <span class=""AS"">ambience</span> was so fun, and the prices were great, on top of the fact that the food was really tasty.","The location and <span class=""AS"">ambience</span> is Ok but the food is what makes up for it.","The <span class=""AS"">ambience</span> is also more laid-back and relaxed.","The staff was very attentive, the <span class=""AS"">ambience</span> lovely, and the food superb.","The location and <span class=""AS"">ambience</span> is Ok but the food is what makes up for it.","This place has the the correct <span class=""AS"">ambience</span> and an excellent staff to make you feel like a guest and a friend at the same time.","I highly recommend Cafe St. Bart's for their food, the <span class=""AS"">ambience</span> and wonderful service.","The <span class=""AS"">ambience</span> was nice, but service wasn't so great.","Service was also horrible and the <span class=""AS"">ambience</span> is not that great.","The <span class=""AS"">ambience</span> is very romantic and definitely a good place to bring a date.","The <span class=""AS"">ambience</span> is authentic and relaxing and we have always received attentive and prompt service."
location,,,,"This particular <span class=""AS"">location</span> certainly uses substandard meats.","I love the Little Pie Company as much as anyone else who has written reviews, but must discourage anyone from visiting the Grand Central <span class=""AS"">location</span> due to their RUDE service from two sales people.","I am going to the mid town <span class=""AS"">location</span> next.","Haru serves very fresh fish, has a trendy, modern ambiance, prime <span class=""AS"">location</span> on Park Avenue South and friendly service.","Skip this <span class=""AS"">location</span> and go to the one in Soho.","Its a nice quiet <span class=""AS"">location</span> to go eat a good meal, relax, be able to talk and have a very good time.","The <span class=""AS"">location</span> and ambience is Ok but the food is what makes up for it.","The <span class=""AS"">location</span> and ambience is Ok but the food is what makes up for it.","The <span class=""AS"">location</span> is perfect.","Its <span class=""AS"">location</span> is good and the fact that Hutner College is near and their prices are very reasonable, makes students go back to Suan again and again.","Skip this <span class=""AS"">location</span> and go to the one in Soho."
part,,,,"Over time, the food quality has decreased substantially, it is a lot less crowded than it used to, and the service must definitely be <span class=""AS"">part</span> of the reason.","In such a crappy <span class=""AS"">part</span> of town to find a good value for lunch, this place is great.","Admittedly some nights inside the restaurant were rather warm, but the open kitchen is <span class=""AS"">part</span> of the charm.","Everyone treats you like you were <span class=""AS"">part</span> of the family.","In any event, this is a place I'll be sure to stop by again when I'm in this <span class=""AS"">part</span> of town.","Where tanks in other Chinatown restaurants display a lurking myriad of sad-looking marine life in their murky waters, the tanks at Ping's are clear as glass with healthy-looking creatures who do not yet know that they will be <span class=""AS"">part</span> of some dim sum lover's brunch.","This place is really trendi but they have forgotten about the most important <span class=""AS"">part</span> of a  restaurant, the food.","The wait staff is pleasant, fun, and for the most <span class=""AS"">part</span> gorgeous (in the wonderful aesthetic beautification way, not in that she's-way-cuter-than-me-that","The decoration was feeling like we was on the Cairo, actually the street is <span class=""AS"">part</span> of that adventure.","But the best <span class=""AS"">part</span> about LS is the late night atmosphere, delightfully free of the BTs.","But the best <span class=""AS"">part</span> about LS is the late night atmosphere, delightfully free of the BTs.","This place is really trendi but they have forgotten about the most important <span class=""AS"">part</span> of a  restaurant, the food.","We didn't look like the other patrons in there so unfortunately I think that may have been <span class=""AS"">part</span> of the problem.","I said that as someone who has worked in restaurants since the age of fifteen I was expecting at least a minimal effort on the <span class=""AS"">part</span> of the restaurant to amend the situation.","Okay-i don't mind the oily <span class=""AS"">part</span> (cause most are cooked that way) but it was way too bland.","In any event, this is a place I'll be sure to stop by again when I'm in this <span class=""AS"">part</span> of town.","Okay-i don't mind the oily <span class=""AS"">part</span> (cause most are cooked that way) but it was way too bland.","Kenny the owner is always there and he treats my family like we are <span class=""AS"">part</span> of his family.","Admittedly some nights inside the restaurant were rather warm, but the open kitchen is <span class=""AS"">part</span> of the charm."
person,,,,"Another review here claimed the pre-fix was $29/per <span class=""AS"">person</span> including sake","but it is $55 per <span class=""AS"">person</span> not including sake.","Nobody at this restaurant will give firm answers about anything and in the end, not one <span class=""AS"">person</span> takes responsibility for anything.","We called the other <span class=""AS"">person</span> who was very close by, and she told us to order for her, so we did.","Now it's so crowded and loud you can't even talk to the <span class=""AS"">person</span> next to you.","I am not the most experienced <span class=""AS"">person</span> when it comes to Thai food, but my friend who took me there is.","And as SOON as one <span class=""AS"">person</span> is done, she asked to pick up the plate immediately.","If you are the type of <span class=""AS"">person</span> who likes being scared and entertained, this is a great place to go and eat.","Nobody at this restaurant will give firm answers about anything and in the end, not one <span class=""AS"">person</span> takes responsibility for anything.","If you are the type of <span class=""AS"">person</span> who likes being scared and entertained, this is a great place to go and eat.","The new menu has a few creative items,they were smart enough to keep some of the old favorites (but they raised the prices), the staff is friendly most of the time, but I must agree with the <span class=""AS"">person</span> that wrote about their favorite words: No, can't, sorry..., boy, they won't bend the rules for anyone.","I had to flag down a third staff <span class=""AS"">person</span> for a fork...","great food, lt's of it, more then one <span class=""AS"">person</span> can eat!"
sauce,,,,"The steak was very fatty and the <span class=""AS"">sauce</span> was overpowering and not very tasty.","The waitress came by to pick up the soy <span class=""AS"">sauce</span> WHILE we were eating our lunch!!!!!","The soup for the udon was soy <span class=""AS"">sauce</span> and water.","I had their eggs benedict for brunch, which were the worst in my entire life, I tried removing the hollondaise <span class=""AS"">sauce</span> completely that was how failed it was.","The fajita we tried was tasteless and burned and the mole <span class=""AS"">sauce</span> was way too sweet.","But they've done a really nice job of offering all the typical pizzeria faves plus some terrific specials like the Godmother pizza (a sort of traditional flat pizza with an olive oil-brushed crust and less tomato <span class=""AS"">sauce</span> than usual).","Interesting other dishes for a change include chicken in curry <span class=""AS"">sauce</span> and salmon caserole.","We had the scallops as an appetizer and they were delicious and the <span class=""AS"">sauce</span> was wonderful.","Creative dishes like king crab salad with passion fruit vinaigrette and fettuccine with grilled seafood in a rosemary-orange <span class=""AS"">sauce</span> are unexpected elements on an otherwise predictable bistro menu.","From the complimentary chef app of a delicate butternut squash ravioli in a delicious truffle <span class=""AS"">sauce</span> to an amazing buttery and tender langostine entree to a dessert that I can't remember because of the fabulous Cakebread Cabernet we were drinking -- the whole evening was amazing.","We had the scallops as an appetizer and they were delicious and the <span class=""AS"">sauce</span> was wonderful.","I had their eggs benedict for brunch, which were the worst in my entire life, I tried removing the hollondaise <span class=""AS"">sauce</span> completely that was how failed it was.","The <span class=""AS"">sauce</span> is zesty and flavorful and the crust is nice and crispy.","The service was fast and friendly and the food was very tasty and they had the best hot <span class=""AS"">sauce</span> to add to your meals.","The chicken parm was edible but had canned tomato <span class=""AS"">sauce</span> and boxed pasta and the chicken with portobello mushrooms consisted of dry, inedible chicken with terrible sauce.","Perfectly al dente pasta, not drowned in <span class=""AS"">sauce</span> -- generous portions.","My chicken was completely dried out and on the cold side and the <span class=""AS"">sauce</span> was not very flavorful.","The pasta was well cooked, didn't have enough <span class=""AS"">sauce</span> though or flavor.","the only things u could really taste are the very salty soy <span class=""AS"">sauce</span> (even its low sodium), the vinegar-soaked rice, and the scallion on top of the fish.","The <span class=""AS"">sauce</span> is excellent (very fresh) with dabs of real mozzarella."
steak,,,,"The <span class=""AS"">steak</span> was very fatty and the sauce was overpowering and not very tasty.","The <span class=""AS"">steak</span> melted in my mouth.","Definitely try the calamari, any pasta, or even the Sliced <span class=""AS"">steak</span> entree.","Vanison <span class=""AS"">steak</span> and Bison Steak.","The chicken and <span class=""AS"">steak</span> were seasoned and cooked to perfection, and the lamb sandwhich is great for heartier appetites.","The <span class=""AS"">Steak</span> Tartare is a great bet, they fix it for you at the table.","Three courses - choices include excellent mussels, puff pastry goat cheese and salad with a delicious dressing, and a hanger <span class=""AS"">steak</span> au poivre that is out of this world.","My father had the flank <span class=""AS"">steak</span> which was very good, and my mother had the swordfish.","The hanger <span class=""AS"">steak</span> was like rubber and the tuna was flavorless not to mention it tasted like it had just been thawed.","The <span class=""AS"">steak</span> was excellent and one of the best I have had (I tasted the butter intitally but in no way did it overwhelm the flavor of the meat).","I went at 6:00 PM specifically for the pre-theater menu ($19.95 for roasted tomato soup with chevre, <span class=""AS"">steak</span> frites, creme brulee) and it was marvelous.","My <span class=""AS"">steak</span> au poivre was one of the worst I've had.","The hanger <span class=""AS"">steak</span> was like rubber and the tuna was flavorless not to mention it tasted like it had just been thawed.","this is the best secret place in midtown', I heard that from the bartender, after having brilliant food ( try <span class=""AS"">steak</span> with portobello mushrooms) and drinks on the bar last Tuesday.","They bring a sauce cart up to your table and offer you up to 7 or 8 choices of sauces for your <span class=""AS"">steak</span> (I tried them ALL)."
wife,,,,"Went there with my <span class=""AS"">wife</span> and we had to wait for a table even though you could see there many that were empty with not reservation sigh on them.","Went there with my <span class=""AS"">wife</span> and we had to wait for a table even though you could see there many that were empty with not reservation sigh on them.","my <span class=""AS"">wife</span> and i have been going to nyc for years and wouldn't miss roxy,s food is expensive","But the thing that my <span class=""AS"">wife</span> and I hated was it was so loud and it felt like 'bar' or 'pub'.","My <span class=""AS"">wife</span> and I will usually only order one primi and one secondi and split them, as they tend to offer large portions.","My <span class=""AS"">wife</span> had the fried shrimp which are huge and loved it.","The <span class=""AS"">wife</span> had the risotto which was amazing.","My <span class=""AS"">wife</span> and I were in NYC celebrating our 30th anniversary.","My <span class=""AS"">wife</span> and I always enjoy the young, not always well trained but nevertheless friendly, staff, all of whom have a story.","His <span class=""AS"">wife</span> Tanya, the hostess, completes the comforting atmosphere by being delightfully warm and gracious.","My <span class=""AS"">wife</span> and I recently visited the bistro for dinner and had a wonderful experience.","My <span class=""AS"">wife</span> and I always enjoy the young, not always well trained but nevertheless friendly, staff, all of whom have a story.","My <span class=""AS"">wife</span> I lived on the west side and found this while visiting firends on the UES.","My <span class=""AS"">wife</span> and I ate here earlier this week and have not stopped ranting and raving about the food.","My <span class=""AS"">wife</span> had barely touched that mess of a dish.","My <span class=""AS"">wife</span> and I also enjoyed the spinach, the Shanghai low mein, and other attractions.","I ordered tamarind duck and my <span class=""AS"">wife</span> ordered noodles with ground beef, and we were both delighted by the way the dishes evoked Thai flavors in unexpected ways.","My <span class=""AS"">wife</span> and I ate here earlier this week and have not stopped ranting and raving about the food.","My <span class=""AS"">wife</span> and I visited Dokebi tonight.","My <span class=""AS"">wife</span> and I went to Water's Edge for a romantic dinner."
addition,,,,"Culinaria is a welcome <span class=""AS"">addition</span> to the Garment district- far better than any restaurant in the area.","Pizzas were excellent in <span class=""AS"">addition</span> to appetizers and main courses.","In <span class=""AS"">addition</span> to great hot dogs, DOTP has wonderful breakfast sandwiches that feature, in addition to great things like tator tots and English muffins, a delicious NJ-based pork product know to us Jersey girls and boys as Taylor ham.","Chinese Desserts are known for healthful benefits in <span class=""AS"">addition</span> to the sweetness."
stuff,,,,"We made early dinner reservations and were thoroughly impressed, reminds me of my grandfather, its old school Italian scenery with lots of fun <span class=""AS"">stuff</span> to admire.","Complimentary <span class=""AS"">stuff</span> kept coming, and when the waiter saw me opening a gift, I received my dessert on a plate that had Happy Birthday written on it, with a candlevery nice touch, and attentive staff.","They smell like they <span class=""AS"">stuff</span> them with old canned vegetables like the spinach mushroom calzone.","They smell like they <span class=""AS"">stuff</span> them with old canned vegetables like the spinach mushroom calzone.","I think the <span class=""AS"">stuff</span> was better than Disney.","If just to drop in, quickly <span class=""AS"">stuff</span> yourself and jet out -- to keep their turn-over.","The food is very average...the Thai fusion <span class=""AS"">stuff</span> is a bit too sweet, every thing they serve is too sweet here.","I think the <span class=""AS"">stuff</span> was better than Disney.","otherwise, good <span class=""AS"">stuff</span> for late nite eats.","Downtown Dinner 2002 - Prixe fix: Appetizers were ok, waiter gave me poor suggestion..try the potato <span class=""AS"">stuff</span> kanish best one."
world,,,,"The outdoor atmosphere of sitting on the sidewalk watching the <span class=""AS"">world</span> go by 50 feet away on 6th avenue on a cool evening was wonderful.","The cream cheeses are out of this <span class=""AS"">world</span> and I love that coffee!!","When you're sitting in their main dining room (which has a spectacular, hand-painted high ceiling) you'd never know there was a <span class=""AS"">world</span> outside.","try the spicy shrimp appetizer (again, not the greatest value in the <span class=""AS"">world</span> but worth the price) and the lamb vindaloo is great.","You must have the crabmeat lasagna which is out of this <span class=""AS"">world</span> and the chocolate bread pudding for dessert.","Here's the thing, you're in the best city in the <span class=""AS"">world</span> for restaurants.","This guy refused to seat her and she left, followed shortly by the four of us, but not before I told him that in my 40 years of <span class=""AS"">world</span> travel, including Paris, that I had never seen such a display of bad behavior by a frontman in a restaurant.","The restaurant has a Family feel, not least with regard to the portions which are enormous; the veal alone could have single-handedly solved third <span class=""AS"">world</span> famine.","You must have the crabmeat lasagna which is out of this <span class=""AS"">world</span> and the chocolate bread pudding for dessert.","When you're sitting in their main dining room (which has a spectacular, hand-painted high ceiling) you'd never know there was a <span class=""AS"">world</span> outside."
waitstaff,,,,"The signs, the specials menus, food, and even all the <span class=""AS"">waitstaff</span> are ALL TOTALLY Japanese.","The only concern i have is with the slighly all-business <span class=""AS"">waitstaff</span> who order and throw the food down, rushing you out.","The <span class=""AS"">waitstaff</span> were attentive, polite and helpful - an impressive feat in such close quarters.","The <span class=""AS"">Waitstaff</span> were very nice and suggested swordfish for my husband he enjoyed his meal."
wine,,,,"The <span class=""AS"">wine</span> list is extensive and can easily hike up an otherwise reasonably priced meal.","Pair you food with the excellent beers on tap or their well priced <span class=""AS"">wine</span> list.","The <span class=""AS"">wine</span> is always good, the tapas are always yummy, especially with the warm pita bread.","I have known about this secret for the last 13 years, Emilio(the Godfather) has continued to serve food and <span class=""AS"">wine</span> for the gods at mortal prices.","If you love <span class=""AS"">wine</span> and cheese and delicious french fare, you'll love Artisanal!","The first 2 courses were very good, but the chocolate sampler was too rich for me and the dessert <span class=""AS"">wine</span> far too sweet.","We recently spent New Year's Eve at the restaurant, and had a great experience, from the <span class=""AS"">wine</span> to the dessert menu.","First the wrong bread came out with the appetizer, then when i tried to order a second glass of <span class=""AS"">wine</span> for my main course...","Decent <span class=""AS"">wine</span> selection too.","Three page <span class=""AS"">wine</span> menu, one page entree and horedevous.","even the <span class=""AS"">wine</span> by the glass was good.","The <span class=""AS"">wine</span> the service was very good too.","The <span class=""AS"">wine</span> list is extensive and impressive.","pre-theatre 3-course dinner with <span class=""AS"">wine</span> flight.","great food, great <span class=""AS"">wine</span> list, great service in a great neighborhood...","The place is a BISTRO which means: simple dishes and <span class=""AS"">wine</span> served efficiently in a bustling atmosphere.","The <span class=""AS"">wine</span> list was superb, our tapas delightful, and the quiet atmosphere perfect for good conversation.","great <span class=""AS"">wine</span> list (italian), good food, service was INITIALLY fine.","The <span class=""AS"">wine</span> list is also really nice.","I am a 100 lb girl, had a glass of <span class=""AS"">wine</span> and a glass of beer prior to the dinner, and I was still HUNGRY after my visit to this place!"
wine list,,,,"The <span class=""AS"">wine list</span> is extensive and can easily hike up an otherwise reasonably priced meal.","The <span class=""AS"">wine list</span> is extensive and impressive.","The <span class=""AS"">wine list</span> was superb, our tapas delightful, and the quiet atmosphere perfect for good conversation.","great <span class=""AS"">wine list</span> (italian), good food, service was INITIALLY fine.","The <span class=""AS"">wine list</span> is also really nice.","The <span class=""AS"">wine list</span> is interesting and has many good values.","The tables are crammed way too close, the menu is typical of any Italian restaurant, and the <span class=""AS"">wine list</span> is simply overpriced.","Decor is nice and minimalist, food simple yet very well presented and cooked, and the <span class=""AS"">wine list</span> matches the food very well.","The service was attentive, yet unimposing, the food was far better than many notorious restaurants in Midtown and the <span class=""AS"">wine list</span> is extensive and well priced.","The <span class=""AS"">wine list</span> is extensive and impressive.","The <span class=""AS"">wine list</span> isn't great, and the desserts are shipped in from Bruno's down the street, which is not as good as it used to be.","The service was attentive, yet unimposing, the food was far better than many notorious restaurants in Midtown and the <span class=""AS"">wine list</span> is extensive and well priced.","The <span class=""AS"">wine list</span> was extensive - though the staff did not seem knowledgeable about wine pairings.","The <span class=""AS"">wine list</span> is also really nice.","i don't usually order wine with indian so i can't comment on their <span class=""AS"">wine list</span> or their wines.","Somewhat disappointing <span class=""AS"">wine list</span> (only new vintages.","For instance, plates were just dumped on the table, I was handed the <span class=""AS"">wine list</span> upside down, etc....","The <span class=""AS"">wine list</span> is excellent.","i don't usually order wine with indian so i can't comment on their <span class=""AS"">wine list</span> or their wines.","The place has a nice fit-out, some attractive furnishings and, from what I could tell, a reasonable <span class=""AS"">wine list</span> (I was given the food menu when I asked for the carte des vins)"
food restaurant,,,,"So all I'm trying to say is this restaurant is by far the best thai <span class=""AS"">food restaurant</span> I've ever been to.","This place doesn't get the publicity that Sylvias Soul <span class=""AS"">Food restaurant</span> does, but it should."
need,,,,"Lahore is a great place to duck into late-night when you <span class=""AS"">need</span> some really tasty food on the cheap -- you'll likely have trouble finishing the amount of food you get for FOUR DOLLARS.","Chef Vincenzo, always there if you <span class=""AS"">need</span> him, is a real talent and a real Roman.","I <span class=""AS"">need</span> at least three rolls to be full, and that's at least $14.00!","but they <span class=""AS"">need</span> to get their act together.","When asked about how a certain dish was prepared in comparison to a similar at other thai restaurants, he replied this is not Mcdonald's, every place makes things differently While it is understandable that every place is indeed different, there was not a <span class=""AS"">need</span> to be uncourteous to customers and downright rude.","Aside from the bearded, courdoroy blazer professor type with the NYU student he's sleeping with that week, you see a strange mix of hipsters, frat boys, Will Smith types who <span class=""AS"">need</span> to be told they are black, bitter cougars who cant understand why they arent married yet....","With so many good restaurants on the UWS, I don't <span class=""AS"">need</span> overpriced food, absurdly arrogant wait-staff who don't recognize they work at a glorified diner, clumsy service, and management that doesn't care.","When my husband and go there, we spend $60.00 (have LOBSTER TAILS UMMMMM <span class=""AS"">need</span> I say more)","They <span class=""AS"">need</span> a kick out of it but until then the sushi is pretty good and the place is consistent.","there's no <span class=""AS"">need</span> to.","great toppings definitely a place you <span class=""AS"">need</span> to check out for late night munchies or a mid day boost!","We do not <span class=""AS"">need</span> to go to a four-star restaurant anymore.","Great idea and base for restaurant, but work on the details, people who think this was good <span class=""AS"">need</span> to go back to the shore towns and rethink what it should have tasted like.","And you never get the feeling that you <span class=""AS"">need</span> to leave.","I understand the area and folks you <span class=""AS"">need</span> not come here for the romantic, alluring ambiance or the five star service featuring a sommlier and a complicated maze of captain and back waiters - you come for the authentic foods, the tastes, the experiance.","Whenever you <span class=""AS"">need</span> a Sushi fix, Mizu will be there with quality fish and great service.","Restaurant snobs <span class=""AS"">need</span> not bother, this is a small, neighborhood kind of place.","While it is understandable that every place is indeed different, there was not a <span class=""AS"">need</span> to be uncourteous to customers and downright rude.","because the waiters <span class=""AS"">need</span> SEVERE ATTITUE ADJUSTMENTS.","you <span class=""AS"">need</span> to taste it!!!"
idea,,,,"It is obvious that no one in the restaurant has any <span class=""AS"">idea</span> about or experience with Japanese cuisine.","It is obvious that no one in the restaurant has any <span class=""AS"">idea</span> about or experience with Japanese cuisine.","I have no <span class=""AS"">idea</span> why this restaurant is so often overlooked.","If you've ever been along the river in Weehawken you have an <span class=""AS"">idea</span> of the top of view the chart house has to offer.","Great <span class=""AS"">idea</span> and base for restaurant, but work on the details, people who think this was good need to go back to the shore towns and rethink what it should have tasted like.","To give you an <span class=""AS"">idea</span> of how good we thought it was, we ended up going to Ping's three weekends in a row!!!","Either that, or the editor's <span class=""AS"">idea</span> of romance must be sharing a conversation with the next table, while trying to speak louder than the traffic on 57th."
bathroom,,,,"oh speaking of <span class=""AS"">bathroom</span> , the mens bathroom was disgusting.","The staff has been nice, but they seemed really stressed and the unisex <span class=""AS"">bathroom</span> needs to be cleaned more often.","The staff has been nice, but they seemed really stressed and the unisex <span class=""AS"">bathroom</span> needs to be cleaned more often.","The waitress moved our table practically into the <span class=""AS"">bathroom</span> and when we asked to cancel our dinner orders because we did not want to eat sitting on the toilet, we were told no..."
reason,,,,"i have eaten here a handful of times, for no <span class=""AS"">reason</span> besides sheer convenience.","Whatever the <span class=""AS"">reason</span> it is definitely the place to be.","The <span class=""AS"">reason</span> there are 4 different results on citysearch for the same place is because they keep trying to start a new thread so they can stock it with positive reviews.","For some <span class=""AS"">reason</span> the place was empty when we got in and remained so for the entire evening, I don't understand why","It was huge, delicious, fresh, and will be the <span class=""AS"">reason</span> we return.","For a restaurant with such a good reputation and that is usually so packed, there was no <span class=""AS"">reason</span> for such a lack of intelligent customer service.","All the various Greek and Cypriot dishes are excellent, but the gyro is the <span class=""AS"">reason</span> to come--if you don't eat one your trip was wasted.","To top it all off.. the main <span class=""AS"">reason</span> we came to your restaurant was for the belly dancers and missed the first show as we were not seated yet and the 2nd belly dancer only danced at two tables in the back of the restaurant and never made it around to the other half of the restaurant.","The hot dogs are good, yes, but the <span class=""AS"">reason</span> to get over here is the fantastic pork croquette sandwich, perfect on its supermarket squishy bun."
afternoon,,,,"I went there in late <span class=""AS"">afternoon</span> for some bite size food and refleshment with my date.","I went here in the <span class=""AS"">afternoon</span> with a friend.","Food is excellent and they also have empenadas and plaintains which are good for an <span class=""AS"">afternoon</span> snack.","I went to Areo on a Sunday <span class=""AS"">afternoon</span> with four of my girlfriends, and spent three enjoyable hours there.","They honored reservation on Sunday <span class=""AS"">afternoon</span> very well.","I have eaten here several times before attending an <span class=""AS"">afternoon</span> performance.","This was the perfect quiet, relaxing, and delicious accompaniment to our <span class=""AS"">afternoon</span> of theater.","I went to Areo on a Sunday <span class=""AS"">afternoon</span> with four of my girlfriends, and spent three enjoyable hours there.","This was the perfect quiet, relaxing, and delicious accompaniment to our <span class=""AS"">afternoon</span> of theater."
garden,,,,"Chennai <span class=""AS"">Garden</span> is my favorite Indian restaurant in the city.","It was pleasantly uncrowded, the service was delightful, the <span class=""AS"">garden</span> adorable, the food (from appetizers to entrees) was delectable.","if you happen to be by Madison Square <span class=""AS"">Garden</span> or Herald's Square check it out!","THe back <span class=""AS"">garden</span> sitting area is very pleasant, where you can see their personal herb garden.","Chennai <span class=""AS"">Garden</span> is my favorite Indian restaurant in the city.","In the summer months, the back <span class=""AS"">garden</span> area is really nice.","All toppings are so fresh you'd think they had their own vegetable <span class=""AS"">garden</span> and the crust is so perfect, that one actually thinks of how it was made.","They tell me they are going to cover the <span class=""AS"">garden</span> in glass for the winter, so i'm looking forward to going there on a snowy night to enjoy it.","Even if the food wasn't this good, the <span class=""AS"">garden</span> is a great place to sit outside and relax."
date spot,,,,"Would recommend this place as a good <span class=""AS"">date spot</span> if you don't want to drop a ton of cash.","This is the perfect <span class=""AS"">date spot</span> for Williamsburg couples.","This is definitely an  excellent <span class=""AS"">date spot</span> because of the ambiance and on the weekends the  night scene is more than alive."
deal,,,,"While this can hardly be called a restaurant, it is possibly the best <span class=""AS"">deal</span> in Manhatten: $4 for a plate heaped with rice and 2-3 entrees.","The all you can eat <span class=""AS"">deal</span> is truly amazing here.","overall, a solid restaurant and at less than $40pp (including wine), a solid <span class=""AS"">deal</span> as well.","The service was great, and they have a whole great <span class=""AS"">deal</span> for birthdays.","IT is the best <span class=""AS"">deal</span> in town for a Monday night dinner at a fine restaurant.","We took advanatage of the half price sushi <span class=""AS"">deal</span> on saturday so it was well worth it.","We took advanatage of the half price sushi <span class=""AS"">deal</span> on saturday so it was well worth it.","A narrow corridor leads to a tiny space where there are three tiny white tiled counters, a great <span class=""AS"">deal</span> of mess (stacks of bottles, cans) and a small counter holding 12-14 entrees.","so I don't have to <span class=""AS"">deal</span> with crowds or lines.","While it's not Nobu, it sure is a great <span class=""AS"">deal</span> and you definitely will leave feeling satisfied and full.","Coffee is a better <span class=""AS"">deal</span> than overpriced Cosi sandwiches."
mushrooms,mushroom,,,"the <span class=""AS"">mushroom</span> barley soup is amazing.","They smell like they stuff them with old canned vegetables like the spinach <span class=""AS"">mushroom</span> calzone.","They smell like they stuff them with old canned vegetables like the spinach <span class=""AS"">mushroom</span> calzone.","The porcini <span class=""AS"">mushroom</span> pasta special was tasteless, so was the seafood tagliatelle.","Innovations are just as assured, from the simple Carinthia cheese ravioli with wild <span class=""AS"">mushrooms</span> to the caviar-topped sturgeon, beautifully matched with a bright green spinach-vodka sauce.","My friend got the <span class=""AS"">mushroom</span> pizza which tasted better.","The chicken parm was edible but had canned tomato sauce and boxed pasta and the chicken with portobello <span class=""AS"">mushrooms</span> consisted of dry, inedible chicken with terrible sauce.","The porcini <span class=""AS"">mushroom</span> pasta special was tasteless, so was the seafood tagliatelle.","The one vegetarian entree (Abby's treasure) was actually quite a surprise - it was delicious and had wintermelon covering an assortment of fresh <span class=""AS"">mushrooms</span> and vegetables.","The veal and the <span class=""AS"">mushrooms</span> were cooked perfectly."
entertainment,,,,"The <span class=""AS"">entertainment</span> was great they have shows that go on through out the dinner.","It is a lot of fun with live <span class=""AS"">entertainment</span> and all kinds of Disney type special effects.","It is a lot of fun with live <span class=""AS"">entertainment</span> and all kinds of Disney type special effects.","Our family never expected such incredible <span class=""AS"">entertainment</span> in a restaurant.","Great for large groups and celebrations - our SUPER HAPPY waiter was the <span class=""AS"">entertainment</span> of the evening.","Once we sailed, the top-notch food and live <span class=""AS"">entertainment</span> sold us on a unforgettable evening."
