Term,Alias1,Alias2,Alias3,Example1,Example2,Example3,Example4,Example5,Example6,Example7,Example8,Example9,Example10,Example11,Example12,Example13,Example14,Example15,Example16,Example17,Example18,Example19,Example20
noodles,noodle,,,"At the end you're left with a mild broth with <span class=""AS"">noodles</span> that you can slurp out of a cup.","The <span class=""AS"">noodle</span> and rices dishes taste great.","I fell in love with the egg <span class=""AS"">noodles</span> in the beef broth with shrimp dumplings and slices of BBQ roast pork.","The calamari comes with an incredible sauce, and the duck <span class=""AS"">noodles</span> are yummy as well.","I LOVE their Thai <span class=""AS"">noodles</span> with shrimp and chicken and coconut juice is the MUST!","I usually get one the Vietnamese Beef <span class=""AS"">Noodle</span> Soup.","Really tasty spring rolls and <span class=""AS"">noodles</span> for a good price though.","I had the Pad Thai and the <span class=""AS"">noodles</span> were sticky.","Beef <span class=""AS"">noodle</span> soup is good as well.","Beef <span class=""AS"">noodle</span> soup is good as well.","I fell in love with the egg <span class=""AS"">noodles</span> in the beef broth with shrimp dumplings and slices of BBQ roast pork.","We ordered some beef and <span class=""AS"">noodle</span> soup dishes from the Thai section of the menu but nothing we got was Thai.","The photobook menu was a cute touch, certainly helped my group and I pick the fried chicken, pork chop, and <span class=""AS"">noodle</span> dishes that we all ordered.","I ordered tamarind duck and my wife ordered <span class=""AS"">noodles</span> with ground beef, and we were both delighted by the way the dishes evoked Thai flavors in unexpected ways.","BUt their best dish is thh Thai spiced curry <span class=""AS"">noodles</span> with shrimp - a dish that would cost $23.95 is most places, but it is $16 here.","rice dishes and <span class=""AS"">noodle</span> dishes rarely exceed $5 and add on a refreshing ice drink for $2"
idea,,,,"I have no <span class=""AS"">idea</span> why this restaurant is so often overlooked.","To give you an <span class=""AS"">idea</span> of how good we thought it was, we ended up going to Ping's three weekends in a row!!!","It is obvious that no one in the restaurant has any <span class=""AS"">idea</span> about or experience with Japanese cuisine.","I love when restaurants think using fancy expensive ingrediants makes the food fine cuisine, even with no <span class=""AS"">idea</span> how to use them.","Great <span class=""AS"">idea</span> and base for restaurant, but work on the details, people who think this was good need to go back to the shore towns and rethink what it should have tasted like.","It is obvious that no one in the restaurant has any <span class=""AS"">idea</span> about or experience with Japanese cuisine.","If you've ever been along the river in Weehawken you have an <span class=""AS"">idea</span> of the top of view the chart house has to offer."
kai,,,,"Each bite of food at <span class=""AS"">Kai</span> was indeed delicious, fresh, and elegant.","We just ate at <span class=""AS"">Kai</span> and were disapointed.","If you are someone who appreciates the same things but hope to have food to spare or share, <span class=""AS"">Kai</span> may not be the best option.","but <span class=""AS"">Kai</span> was way to expensive for what we got."
belly dancers,belly dancer,,,"Watch the talented <span class=""AS"">belly dancers</span> as you enjoy delicious baba ganoush that's more lemony than smoky.","To top it all off.. the main reason we came to your restaurant was for the <span class=""AS"">belly dancers</span> and missed the first show as we were not seated yet and the 2nd belly dancer only danced at two tables in the back of the restaurant and never made it around to the other half of the restaurant."
accompaniment,,,,"This was the perfect quiet, relaxing, and delicious <span class=""AS"">accompaniment</span> to our afternoon of theater.","Their wines by the glass are a great <span class=""AS"">accompaniment</span> and you can eat like a king with wine for under $30."
customers,customer,,,"This place would be so much better served by being run by a group that actually understands <span class=""AS"">customer</span> service.","The only disappointment was the coat check girls who didn't seem to know what a <span class=""AS"">customer</span> is on a realtively non-busy night (for the coat check girls).","If I wanted to deal with a crappy scene and annoying <span class=""AS"">customers</span> I'd go out in Manhattan.","I was almost amused by the fact that she was turning away <span class=""AS"">customers</span> at 9pm on a Friday night because she ""had a BBQ to go to"" that night - WTF??","For a restaurant with such a good reputation and that is usually so packed, there was no reason for such a lack of intelligent <span class=""AS"">customer</span> service.","I'd be horrified if my staff were turning away <span class=""AS"">customers</span> so early and so rudely!","It's super-trendy and there's always someone to take that empty seat, so it seems that <span class=""AS"">customer</span> service has been deemed not of the essence.","Every waitress and <span class=""AS"">customer</span> who passed by me bumped into my chair.","Shame on this place for the horrible rude staff and non-existent <span class=""AS"">customer</span> service.","Similar to other Indian restaurants, they use the dinner special to attract <span class=""AS"">customers</span> at the door.","This place would be so much better served by being run by a group that actually understands <span class=""AS"">customer</span> service.","and we had the worst <span class=""AS"">customer</span> service experience at a restaurant ever.","When asked about how a certain dish was prepared in comparison to a similar at other thai restaurants, he replied this is not Mcdonald's, every place makes things differently While it is understandable that every place is indeed different, there was not a need to be uncourteous to <span class=""AS"">customers</span> and downright rude.","the negative reviews on city search are probably from jealous competing restaurants who realize they can't compete with Temple's entire positive attitude about the proper way to treat their <span class=""AS"">customers</span> and deliver top quality food."
choices,choice,,,"I have reservations about the all you can eat deal, however -- the <span class=""AS"">choices</span> are fairly limited and you can probably order more food than you can eat for less than $18 by just going off the menu.","I have reservations about the all you can eat deal, however -- the <span class=""AS"">choices</span> are fairly limited and you can probably order more food than you can eat for less than $18 by just going off the menu.","They bring a sauce cart up to your table and offer you up to 7 or 8 <span class=""AS"">choices</span> of sauces for your steak (I tried them ALL).","The selection of food is excellent (I'm not used to having much <span class=""AS"">choice</span> at restaurants), and the atmosphere is great.","A great <span class=""AS"">choice</span> at any cost and a great deal.","Delicious food, excellent service, and a pretty atmosphere make this a great <span class=""AS"">choice</span> for dinner and the $5.99 lunch buffet makes it an even better choice for lunch!","We were disappointed with the pre-fixe menu of only 2 <span class=""AS"">choices</span> per course (other restaurants offer 3 choices) and ended up ordering a la carte.","Over 100 different <span class=""AS"">choices</span> to create your own.","We are very particular about sushi and were both please with every <span class=""AS"">choice</span> which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.","You will not be dissapointed by any of the <span class=""AS"">choices</span> in the menu.","A great <span class=""AS"">choice</span> at any cost and a great deal.","It has been my first <span class=""AS"">choice</span> ever since I discovered it .","Since we were already waiting so long, we felt we had no other <span class=""AS"">choice</span> but to accept it.","Tuk Tuk is one of the rare <span class=""AS"">choices</span> for me to go in Brooklyn.","An excellent <span class=""AS"">choice</span> in midtown.","Three courses - <span class=""AS"">choices</span> include excellent mussels, puff pastry goat cheese and salad with a delicious dressing, and a hanger steak au poivre that is out of this world."
plate,,,,"The food was delicious, the atmosphere was relaxed, and we have now adopted <span class=""AS"">Plate</span> 347 as our Secret on Second!","The other night we had the $30 three course meal and everything was delicious - if I could of licked the <span class=""AS"">plate</span> clean","Cheese <span class=""AS"">plate</span> is a varied delight and great bargain at $10.","Admittedly, this is not the place for gigantic pieces of fish overflowing the <span class=""AS"">plate</span> (and thank goodness, in my opinion) but for simple, elegant sushi there is no better place in New York or anywhere in the US.","I found the variety of the sashimi <span class=""AS"">plate</span> to be satisfying - fresh and yummy.","We shared a bottle of sake, an order of edamames, and she had the sushi <span class=""AS"">plate</span> while I had the sashimi.","And $11 for a <span class=""AS"">plate</span> of bland guacamole?","The wine and cheese <span class=""AS"">plate</span> are plentiful and can't wait to try the fondue or table grilling.","I couldn't ignore the fact that she reach over the <span class=""AS"">plate</span> of one of my friends, who was in mid bite, to clear the table.","Rather than preparing vegetarian dish, the chef presented me with a <span class=""AS"">plate</span> of steamed vegetables (minus sauce, seasoning, or any form or aesthetic presentation).","And as SOON as one person is done, she asked to pick up the <span class=""AS"">plate</span> immediately.","They did not have mayonnaise, forgot our toast, left out ingredients (ie cheese in an omelet), below hot temperatures and the bacon was so over cooked it crumbled on the <span class=""AS"">plate</span> when you touched it.","Cheese <span class=""AS"">plate</span> is a varied delight and great bargain at $10.","While this can hardly be called a restaurant, it is possibly the best deal in Manhatten: $4 for a <span class=""AS"">plate</span> heaped with rice and 2-3 entrees.","Get your food to go, find a bench, and kick back with a <span class=""AS"">plate</span> of dumplings."
manhattan,,,,"In <span class=""AS"">Manhattan</span> is beyond me.","The eggplant parmesan is also great, and my friend who grew up in <span class=""AS"">Manhattan</span> claims that no one serves a better baked ziti with meatsauce.","Ive been to many Thai restaurants in <span class=""AS"">Manhattan</span> before, and Toons is by far the best Thai food Ive had (except for my mom's of course).","Ive been to many Thai restaurants in <span class=""AS"">Manhattan</span> before, and Toons is by far the best Thai food Ive had (except for my mom's of course).","One of the more authentic Shanghainese restaurants in the US definitely the best in <span class=""AS"">Manhattan</span> Chinatown.","If you venture off the island of <span class=""AS"">Manhattan</span> and can't seem to find a great Italian restaurant, drive to Corona.","Fabulous decor - makes you feel like you're in a trendy <span class=""AS"">Manhattan</span> restaurant, very very good food, cheaply-priced, generally friendly staff, and if you're a Manhattanite, or spend most of your time in Manhattan, Rice Avenue will make you feel at home.....very Soho/Village/Upper West Side minus the expensive prices and pretentious clientele.....all on Roosevelt Avenue!","Restaurants in <span class=""AS"">manhattan</span> should try to model food and service after this place.","This quaint and romantic trattoria is at the top of my <span class=""AS"">Manhattan</span> restaurant list."
amma,,,,"Nothing against a good sales call, but the tactics at <span class=""AS"">Amma</span> are just too obvious.","I went to <span class=""AS"">Amma</span> after a friend recommended it."
lasagna,,,,"You must have the crabmeat <span class=""AS"">lasagna</span> which is out of this world and the chocolate bread pudding for dessert.","You must have the crabmeat <span class=""AS"">lasagna</span> which is out of this world and the chocolate bread pudding for dessert.","All the pastas are fantastic and the homemade <span class=""AS"">lasagna</span> is some of the best that I have had in the City."
cuisine,,,,"Not only is the <span class=""AS"">cuisine</span> the best around, the service has always been attentive and charming.","You are not eating haut <span class=""AS"">cuisine</span> with subtle hints of whatever","I recommend this spot to anyone who enjoys  fine <span class=""AS"">cuisine</span> at reasonable prices.","Not only is the <span class=""AS"">cuisine</span> the best around, the service has always been attentive and charming.","For years, I thought Tuscan <span class=""AS"">cuisine</span> was the best, but Salvatore converted me to the hearty Neapolitan fare on my first visit.","Southern Indian <span class=""AS"">cuisine</span> is still there, too.","IT IS WHAT MODERN <span class=""AS"">CUISINE</span> IS ALL ABOUT.","Fresh, authentic, french <span class=""AS"">cuisine</span> in substantial portions.","While this isn't classical restaurant fare, the chef has given new life to an old <span class=""AS"">cuisine</span> with some really innovative and tasty dishes that are genuinely Indian without being heavy or same old restaurant burn-outs.","An oasis of refinement:  Food, though somewhat uneven, often reaches the pinnacles of new American fine <span class=""AS"">cuisine</span> - chef's passion (and kitchen's precise execution) is most evident in the fish dishes and soups.","Should you happen to be impressed by the <span class=""AS"">cuisine</span> definitely try it.","The <span class=""AS"">cuisine</span> from what I've gathered is authentic Taiwanese, though its very different from what I've been accustomed to in Taipei."
notch,,,,"The bread is top <span class=""AS"">notch</span> as well.","Wish NY had more of these kind of places: intimate, superb food, homey, top <span class=""AS"">notch</span> all the way around, certainly worth the wait.","they bring service up a <span class=""AS"">notch</span> by offerng complementary amuse bouche to all tables and gave us a small dessert for our celebration."
taiwanese,,,,"They're are better <span class=""AS"">Taiwanese</span> restaurants and they are located in Flushing, Queens.","Best <span class=""AS"">Taiwanese</span> food in NY!","However it is the ONLY <span class=""AS"">Taiwanese</span> restaurant in town.","However it is the ONLY <span class=""AS"">Taiwanese</span> restaurant in town.","Authentic <span class=""AS"">Taiwanese</span> food that's cheap...","You fellas above says its the best <span class=""AS"">Taiwanese</span> restaurant in town.","They're are better <span class=""AS"">Taiwanese</span> restaurants and they are located in Flushing, Queens.","Best <span class=""AS"">Taiwanese</span> food in NY!"
check girls,check girl,,,"The only disappointment was the coat <span class=""AS"">check girls</span> who didn't seem to know what a customer is on a realtively non-busy night (for the coat check girls)."
hostess,,,,"I have tried to make reservations, but both times, the <span class=""AS"">hostess</span> didn't have my name.","Also, the <span class=""AS"">hostess</span> called me today to thank us for coming and mentioned how she hoped that my girlfriend enjoyed her birthday - unexpected, but a truly above and beyond thing to do...","The <span class=""AS"">hostess</span> was very pleasant.","To begin, we were told there was a 30 minute wait and started to leave, when the <span class=""AS"">hostess</span> offered to call us on our cell phone when the table was ready.","The <span class=""AS"">hostess</span> is rude to the point of being offensive.","Regardless of whether there are two people or two hundred people ahead of you the <span class=""AS"">hostess</span> will take your name and tell you Five minutes.","The <span class=""AS"">hostess</span> was rude and I got a distinct feeling that they did not want to serve us.","I have tried to make reservations, but both times, the <span class=""AS"">hostess</span> didn't have my name.","To my right, the <span class=""AS"">hostess</span> stood over a busboy and hissed rapido, rapido as he tried to clear and re-set a table for six.","The <span class=""AS"">hostess</span> and the waitress were incredibly rude and did everything they could to rush us out."
reason,,,,"i have eaten here a handful of times, for no <span class=""AS"">reason</span> besides sheer convenience.","For a restaurant with such a good reputation and that is usually so packed, there was no <span class=""AS"">reason</span> for such a lack of intelligent customer service.","i have eaten here a handful of times, for no <span class=""AS"">reason</span> besides sheer convenience.","To top it all off.. the main <span class=""AS"">reason</span> we came to your restaurant was for the belly dancers and missed the first show as we were not seated yet and the 2nd belly dancer only danced at two tables in the back of the restaurant and never made it around to the other half of the restaurant.","For some <span class=""AS"">reason</span> the place was empty when we got in and remained so for the entire evening, I don't understand why","It was huge, delicious, fresh, and will be the <span class=""AS"">reason</span> we return.","All the various Greek and Cypriot dishes are excellent, but the gyro is the <span class=""AS"">reason</span> to come--if you don't eat one your trip was wasted.","The <span class=""AS"">reason</span> there are 4 different results on citysearch for the same place is because they keep trying to start a new thread so they can stock it with positive reviews."
meats,meat,,,"The <span class=""AS"">meat</span> dishes were only so-so.","We ordered the chicken casserole, but what we got were a few small pieces of chicken, all dark <span class=""AS"">meat</span> and on the bone.","They are tasty, but I suggest only eating one with <span class=""AS"">meat</span> because they tend not to mesh that well with the average American digestive system.","The quality of the <span class=""AS"">meat</span> was on par with your local grocery store.","We ordered the chicken casserole, but what we got were a few small pieces of chicken, all dark <span class=""AS"">meat</span> and on the bone.","The <span class=""AS"">meat</span> is fresh, the sauces are great, you get kimchi and a salad free with your meal and service is good too.","They were such a rip-off ($8.95 for four small <span class=""AS"">meat</span> patties in steamed buns) and not worth trying.","What really makes it shine is the food, which is aggressively seasoned with Cyrpriot spices, and all made in-house (even the gyro <span class=""AS"">meat</span> and sausages), and made of much higher quality ingredients that might otherwise be expected.","The lamb <span class=""AS"">meat</span> was under-cooked and EXTRMELY CHEWY.","Don't go alone---even two people isn't enough for the whole experience, with pickles and a selection of <span class=""AS"">meats</span> and seafoods.","Rather than eating the <span class=""AS"">meat</span> entree being offered, I requested a vegetarian dish."
mirrors,mirror,,,"Despite the confusing <span class=""AS"">mirrors</span> this will likely be my go-to for modern Japanese food for the foreseeable future."
astoria,,,,"Small, bright, and clean, BZ Grill stands apart from the usual run of gyro joints, both in <span class=""AS"">Astoria</span> and out.","This small <span class=""AS"">Astoria</span> souvlaki spot makes what many consider the best gyros in New York."
saturday night,,,,"I wasn't there for the Half-Price <span class=""AS"">Saturday Night</span> Special, but Tuesday Night.","We were fans of the half-price <span class=""AS"">Saturday night</span> option until some inedible squid during a recent visit.","we came here on a crowded <span class=""AS"">saturday night</span> and were seated right away despite being 15 minutes late for our reservation."
joints,joint,,,"Tuk Tuk is one of those comfortable neighborhood <span class=""AS"">joints</span> where you know you will always have a good meal at a fair price.","I have eaten at some of the 'best' sushi <span class=""AS"">joints</span> in NYC (Nobu, Bond Street, JewelBako, etc) and Yamato is my favorite.","An excellent alternative to fast food <span class=""AS"">joints</span> and ordering in","I had a late dinner at Lucky Stike, a great name for a <span class=""AS"">joint</span> if ever I saw one.","Got a little loud after 8pm when the <span class=""AS"">joint</span> got full.","I have tried the various slice <span class=""AS"">joints</span> around the village but this is by far the best one.","I will have to say, this Bengali Fast Food <span class=""AS"">joint</span> is clearly my favorite.","Service is not what one would expect from a <span class=""AS"">joint</span> in this price category."
sum,,,,"The dim <span class=""AS"">sum</span> here is only so-so.","We saw them heating up at least one frozen item though I'm not sure which dim <span class=""AS"">sum</span> dish it was.","The dim <span class=""AS"">sum</span> servings here are a bit larger than I'm used to.","The dim <span class=""AS"">sum</span> is delectable while the prices are quite easy on the wallet.","I got the $10 10-piece dim <span class=""AS"">sum</span> combo, every bite of which was great.","Based on the reviews for dinner, this is a place I would reconsider revisiting for that, but definitely not for Dim <span class=""AS"">Sum</span> again.","Good, because hey, it's more food, but bad because dim <span class=""AS"">sum</span> is supposed to be smaller portions so you can try out more dishes and smaller so that each dish is cheap.","Several of the dim <span class=""AS"">sum</span> orders had about 6-8 pieces.","The dim <span class=""AS"">sum</span> however was very good.","From the appetizers we ate, the dim <span class=""AS"">sum</span> and other variety of foods, it was impossible to criticize the food."
dine,,,,"A word to the wise: you can't <span class=""AS"">dine</span> here and disturb the maitre-D's sense of "" table turnover"", as whacked as it is, or else.","I seriously doubt I will ever <span class=""AS"">dine</span> at Jimmy's Bronx, or for that matter, Jimmy's Uptown, again.","My GF and I <span class=""AS"">dine</span> at Bukhara often as she lives near it.","This is a consistently great place to <span class=""AS"">dine</span> for lunch or dinner.","Don't <span class=""AS"">dine</span> at Tamarind for the vegetarian dishes, they are simply not up to par with the non-veg selections.","During our trip to NYC, we made reservations to <span class=""AS"">dine</span> in the pool room of the Four Seasons for their pre-theater menu (offering a modified menu for $65 pp).","To <span class=""AS"">dine</span> at Thalia can be slightly deceiving because while its beautiful on the outside, its so bland on the inside.","My friends spoke so much about it for months, I finally made the time to come down ear and <span class=""AS"">dine</span> in.","I got the opportunity to <span class=""AS"">dine</span> at your establishment again a few weeks ago, I was in your upstrairs dining area.","My friends spoke so much about it for months, I finally made the time to come down ear and <span class=""AS"">dine</span> in.","We liked it so much, that we will always make it a point to <span class=""AS"">dine</span> here when we visit New York."
sense,,,,"A word to the wise: you can't dine here and disturb the maitre-D's <span class=""AS"">sense</span> of "" table turnover"", as whacked as it is, or else.","Take a good <span class=""AS"">sense</span> of humor,an American express card with no limit, walk out with a lollipop,gift bag in hand and enough marketing materials for alain to to take the show on the road","Sometimes tables don't understand his <span class=""AS"">sense</span> of humor","My quesadilla tasted like it had been made by a three-year old with no <span class=""AS"">sense</span> of proportion or flavor.","DO not try unless you're just going there to hang out like the rest of the hipsters who apparently have no <span class=""AS"">sense</span> of taste.","The only weird thing was if we got a bottle, the waitress would have simply multiplied the glass price X4, which makes no <span class=""AS"">sense</span> whatsoever."
establishment,,,,"I don’t usually visit the same <span class=""AS"">establishment</span> more than once, what more twice, but I’ll come to Zenkichi anytime for a quiet, unhurried and memorable dinner.","She lives nearby but had never gone to this <span class=""AS"">establishment</span> thinking that it might be too touristy.","The atmosphere is nothing special, but it feels like a Sushi <span class=""AS"">establishment</span> in Tokyo.","I got the opportunity to dine at your <span class=""AS"">establishment</span> again a few weeks ago, I was in your upstrairs dining area.","I try my best to give an accurate description of any <span class=""AS"">establishment</span> visited.","The atmosphere is nothing special, but it feels like a Sushi <span class=""AS"">establishment</span> in Tokyo."
fries,fry,,,"The french <span class=""AS"">fries</span> -- with the kalmata dip were terrific!","I recommend the jelly fish, drunken chicken and the soupy dumplings, certainly the stir <span class=""AS"">fry</span> blue crab.","The <span class=""AS"">fries</span> are yummy."
garden,,,,"Chennai <span class=""AS"">Garden</span> is my favorite Indian restaurant in the city.","if you happen to be by Madison Square <span class=""AS"">Garden</span> or Herald's Square check it out!","They also have a back <span class=""AS"">garden</span> open in the summer - cute and French with outdoor seating - what more could you ask for?","Even if the food wasn't this good, the <span class=""AS"">garden</span> is a great place to sit outside and relax.","Even if the food wasn't this good, the <span class=""AS"">garden</span> is a great place to sit outside and relax.","They tell me they are going to cover the <span class=""AS"">garden</span> in glass for the winter, so i'm looking forward to going there on a snowy night to enjoy it.","THe back <span class=""AS"">garden</span> sitting area is very pleasant, where you can see their personal herb garden.","All toppings are so fresh you'd think they had their own vegetable <span class=""AS"">garden</span> and the crust is so perfect, that one actually thinks of how it was made.","First went here to enjoy their <span class=""AS"">garden</span> terrace.","It was pleasantly uncrowded, the service was delightful, the <span class=""AS"">garden</span> adorable, the food (from appetizers to entrees) was delectable.","First went here to enjoy their <span class=""AS"">garden</span> terrace.","Chennai <span class=""AS"">Garden</span> is my favorite Indian restaurant in the city."
dining experiences,dining experience,,,"Probably my worst <span class=""AS"">dining experience</span> in new york, and I'm a former waiter","The entire <span class=""AS"">dining experience</span> was wonderful!","You could get a much better <span class=""AS"">dining experience</span> for the same amount of money in a lot of other French Bistros.","Really Lovely <span class=""AS"">dining experience</span> in the midst of buzzing midtown area.","This was the worst <span class=""AS"">dining experience</span> I've ever had.","BEST <span class=""AS"">DINING EXPERIENCE</span> IN THE WEST VILLAGE!","That said, I thought Scalini Fedeli was one of the best <span class=""AS"">dining experiences</span> I've EVER had.","Made my <span class=""AS"">dining experience</span> uncomfortable."
combinations,combination,,,"The fillings may be unconventional but the dosa batter is definitely authentic and the <span class=""AS"">combinations</span> very tasty.","Went there and had a <span class=""AS"">combination</span> of different seafood dishes and appetizers.","The <span class=""AS"">combination</span> of super-fresh ingredients in the dishes are unusual but really delicious.","The chicken and falafel platters were nondescript <span class=""AS"">combinations</span> with fresh leaf salad.","Good atmosphere, <span class=""AS"">combination</span> of all the hottest music dress code is relatively strict except on Fridays.","The <span class=""AS"">combination</span> of fresh tomato sauce, fresh mozz cheese, basil and the dough they make with imported flour, makes this is one of the better pizza's in NY."
turnover,,,,"It's constantly open, catering to the Pakistani cabbies lined up on Crosby St., so there's more <span class=""AS"">turnover</span> with the food than you'd expect (i.e., surprisingly fresh).","Food doesn't appear to be cooked on premisis but there's a high <span class=""AS"">turnover</span> so its pretty fresh."
dash,,,,"If your looking for nasty high priced food with a <span class=""AS"">dash</span> of ghetto scenery cheap BX A$$ this is the place to be!!"
crust pizza,,,,"This is a nice pizza place with good selection of thin <span class=""AS"">crust pizza</span> including the Basil slice."
music,,,,"The <span class=""AS"">music</span> does get a little loud at times, but it just made me want to lean closer to my beautiful wife, and as I did, I got a whiff of corriander.","After dinner I heard <span class=""AS"">music</span> playing and discovered that there is a lounge downstairs.","but they have no respect for the residents of the neighborhood ever since they opened their cabaret next door and blasts loud <span class=""AS"">music</span> till three in the morning every weekend during the summer.","also make sure you pay attention to the <span class=""AS"">music</span> being piped in - quite a weird selection.","Its dark, and cozy.. there is always jazz <span class=""AS"">music</span> playing when we go.","The <span class=""AS"">music</span> is the best among all the Indian restaurants I have visited.","at night, but it's hard to hear your own conversation with everyone else competing for that same luxury - the <span class=""AS"">music</span> playing in the background is also voluminous.","Ambiance and <span class=""AS"">music</span> funky, which I enjoy.","Good atmosphere, combination of all the hottest <span class=""AS"">music</span> dress code is relatively strict except on Fridays.","We ate out in the back patio, which is worth it as it's cool and the <span class=""AS"">music</span> is hear well there.","The <span class=""AS"">music</span> which is sometimes a little too heavy for my taste.","If you like your <span class=""AS"">music</span> blasted and the system isnt that great"
tapas,,,,"Go to japanese sushi place or Spanish <span class=""AS"">tapas</span> place - this creation in Williamsburg is a misstake.","The wine list was superb, our <span class=""AS"">tapas</span> delightful, and the quiet atmosphere perfect for good conversation."
ribs,rib,,,"My boyfriend had Prime <span class=""AS"">Rib</span> it was good .","The crab cakes are delicious and the BBQ <span class=""AS"">rib</span> was perfect.","This place has the best Chinese style BBQ <span class=""AS"">ribs</span> in the city.","It's better than being on the roof of Sutton Place with 19 year old interns jabbing you in the <span class=""AS"">ribs</span> all night.","This place has the best Chinese style BBQ <span class=""AS"">ribs</span> in the city."
pink pony,,,,"It's a shame that a nice, convenient place like the <span class=""AS"">Pink Pony</span> can be so ruined by lousy service."
date spot,,,,"This is the perfect <span class=""AS"">date spot</span> for Williamsburg couples.","This is the perfect <span class=""AS"">date spot</span> for Williamsburg couples.","This is definitely an  excellent <span class=""AS"">date spot</span> because of the ambiance and on the weekends the  night scene is more than alive."
smith street,,,,"WORST PLACE ON <span class=""AS"">SMITH STREET</span> IN BROOKLYN","Saul is the best restaurant on <span class=""AS"">Smith Street</span> and in Brooklyn."
ingrediants,ingrediant,,,"I love when restaurants think using fancy expensive <span class=""AS"">ingrediants</span> makes the food fine cuisine, even with no idea how to use them."
dumplings,dumpling,,,"I fell in love with the egg noodles in the beef broth with shrimp <span class=""AS"">dumplings</span> and slices of BBQ roast pork.","The food is very good for it's price, better than most fried <span class=""AS"">dumplings</span> I've had.","and I could have all the <span class=""AS"">dumplings</span> to myself!","Excellent <span class=""AS"">dumplings</span> served amid clean, chic decor.","The fried <span class=""AS"">dumplings</span> are GREAT!","The scallion pancakes and fried <span class=""AS"">dumplings</span> were nothing out of the ordinary.","We could have made a meal of the yummy <span class=""AS"">dumplings</span> from the dumpling menu.","At 5 <span class=""AS"">dumplings</span> for $1, you just cannot go wrong.","but when we looked at the menu, there weren't a lot of choices, most of them were <span class=""AS"">dumplings</span> in the appetizer section.","The fried <span class=""AS"">dumplings</span> are GREAT!","Excellent <span class=""AS"">dumplings</span> served amid clean, chic decor.","I fell in love with the egg noodles in the beef broth with shrimp <span class=""AS"">dumplings</span> and slices of BBQ roast pork.","but when we looked at the menu, there weren't a lot of choices, most of them were <span class=""AS"">dumplings</span> in the appetizer section.","Great food (spinach and corn <span class=""AS"">dumplings</span> and massamman curry), very friendly and no nonsense service and a clean and funky bathroom.","If you have a <span class=""AS"">dumpling</span> fetish i suggest you try some here!","We could have made a meal of the yummy <span class=""AS"">dumplings</span> from the dumpling menu.","The scallion pancakes and fried <span class=""AS"">dumplings</span> were nothing out of the ordinary."
mix,,,,"The Black Sheep distinguishes itself from the Midtown pub herd with a look that's a <span class=""AS"">mix</span> of sports-bar butch and ornate kitsch.","The bruscetta is a bit soggy, but the salads were fresh, included a nice <span class=""AS"">mix</span> of greens (not iceberg) all dishes are served piping hot from the kitchen.","Aside from the bearded, courdoroy blazer professor type with the NYU student he's sleeping with that week, you see a strange <span class=""AS"">mix</span> of hipsters, frat boys, Will Smith types who need to be told they are black, bitter cougars who cant understand why they arent married yet....","We are very particular about sushi and were both please with every choice which included: ceviche <span class=""AS"">mix</span> (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.","A plus was the good <span class=""AS"">mix</span> of people in their twenties that provided for great eye-candy while I was there.","Barbecued codfish was gorgeously moist - as if poached - yet the fabulous texture was let down by curiously bland seasoning - a spice rub might have overwhelmed, however herb <span class=""AS"">mix</span> or other sauce would have done much to enhance."
cook,,,,"Apparently, the good <span class=""AS"">cook</span> works then.","Even better, they know how to <span class=""AS"">cook</span> French classics like Steak au Poivre and Onglet without burning it to death or overcooking it."
grade caviar,,,,"I highly recommend Caviar Russe to anyone who wants delicious top <span class=""AS"">grade caviar</span> and fantastic service."
wan,,,,"The chicken pot pie is excpetiona, the cheeseburger huge and delictable, and the service professional <span class=""AS"">wan</span> warm."
touch,,,,"The brioche and lollies as party favors is a cute and sweet <span class=""AS"">touch</span> to a most memorable meal.","A <span class=""AS"">touch</span> more jalapeno heat for contrast","The brioche and lollies as party favors is a cute and sweet <span class=""AS"">touch</span> to a most memorable meal.","Very nice <span class=""AS"">touch</span> that very much fits the place."
food west,,,,"Just go in and sample the greatest french <span class=""AS"">food west</span> of Daniel."
dough,,,,"Try the congee and the donut like deep fried <span class=""AS"">dough</span> they call Ow Ley Soh, a delicious and sweet tasting bread.","Try the congee and the donut like deep fried <span class=""AS"">dough</span> they call Ow Ley Soh, a delicious and sweet tasting bread.","The combination of fresh tomato sauce, fresh mozz cheese, basil and the <span class=""AS"">dough</span> they make with imported flour, makes this is one of the better pizza's in NY."
potatoes,potato,,,"The menu has lots of options: I hope to go back to try those <span class=""AS"">potato</span> pancakes.","And they have these home made <span class=""AS"">potato</span> chips at the bar that are the most delicious things in the world!","The <span class=""AS"">potato</span> balls were not dry at all...","The zucchini and mashed <span class=""AS"">potatoes</span> are a blend of garlic and butter which simply melts in your mouth.","Thick fries, meaty chili and stuffed baked <span class=""AS"">potatoes</span> round out a menu that includes a cool, ultra-thick chocolate Frosty.","I couldn't even enjoy the mashed <span class=""AS"">potatoes</span> because it was hidden completely under the chicken and spinach.","Downtown Dinner 2002 - Prixe fix: Appetizers were ok, waiter gave me poor suggestion..try the <span class=""AS"">potato</span> stuff kanish best one.","The farro salad and the mashed yukon <span class=""AS"">potatoes</span> were also extremely tasty."
